id,audio_path,text,label,sublabel,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st,fluctuation_evr,fluctuation_ami,fluctuation_rms_mod,error,compute_time_s
Vehicle idling/car truck idling/car truck idling-0020.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Vehicle idling/car truck idling/car truck idling-0020.wav,Vehicle idling,Vehicle idling,car truck idling,44100,10.009387755102042,4.783,1.8720412163370335,0.3999277083734259,,0.0,0.423125264305981,131.46733814340774,0.5905276045248112,"",12.454
Vehicle idling/car truck idling/car truck idling-0021.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Vehicle idling/car truck idling/car truck idling-0021.wav,Vehicle idling,Vehicle idling,car truck idling,44100,14.149251700680272,4.389,1.9168401940285533,0.35335716706995884,,0.0,0.1539632269371076,31.801308376947098,0.33355833434383253,"",18.053
Vehicle idling/car truck idling/car truck idling-0022.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Vehicle idling/car truck idling/car truck idling-0022.wav,Vehicle idling,Vehicle idling,car truck idling,44100,148.2833560090703,28.86,1.7279998043402385,0.4465342572241293,,0.0,0.025749727609415716,,0.0892954502733678,"",345.787
Vehicle idling/car truck idling/car truck idling-0023.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Vehicle idling/car truck idling/car truck idling-0023.wav,Vehicle idling,Vehicle idling,car truck idling,44100,25.0218820861678,12.606,1.7970588516030583,0.09466590840365714,,0.0,0.0527044026837491,,0.20374470236355913,"",45.887
Vehicle idling/car truck idling/car truck idling-0024.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Vehicle idling/car truck idling/car truck idling-0024.wav,Vehicle idling,Vehicle idling,car truck idling,44100,26.91578231292517,30.05,1.9523617741976678,0.4001680127757333,,0.0,0.04257264984426754,,0.12459130647913914,"",64.986
Vehicle idling/car truck idling/car truck idling-0025.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Vehicle idling/car truck idling/car truck idling-0025.wav,Vehicle idling,Vehicle idling,car truck idling,44100,41.913378684807256,16.33,2.1432247478519377,0.7643103056259212,,0.0,0.1488329202552131,285.8637799497757,0.3332536183829649,"",87.158
Vehicle idling/car truck idling/car truck idling-0026.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Vehicle idling/car truck idling/car truck idling-0026.wav,Vehicle idling,Vehicle idling,car truck idling,44100,31.31390022675737,4.184,1.3577936572774796,1.316024264659992,,0.0,0.018896170476599368,,0.18491388034101972,"",33.035
Vehicle idling/car truck idling/car truck idling-0027.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Vehicle idling/car truck idling/car truck idling-0027.wav,Vehicle idling,Vehicle idling,car truck idling,44100,17.38902494331066,5.305,1.39968553384319,1.5390890425682933,,0.0,0.21599244542387358,,0.3125008817679227,"",21.036
Vehicle idling/car truck idling/car truck idling-0028.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Vehicle idling/car truck idling/car truck idling-0028.wav,Vehicle idling,Vehicle idling,car truck idling,44100,3.117687074829932,11.321,1.432269347172241,0.07855546760824778,,0.0,0.052036760377546815,5.025849912678811,0.08581603965344672,"",4.776
Vehicle idling/car truck idling/car truck idling-0029.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Vehicle idling/car truck idling/car truck idling-0029.wav,Vehicle idling,Vehicle idling,car truck idling,44100,12.5,20.93,1.8949980761390486,0.975770438631734,,0.0,0.03578562171500122,145.67750954968892,0.14084914971608992,"",24.629
