id,audio_path,text,label,sublabel,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st,fluctuation_evr,fluctuation_ami,fluctuation_rms_mod,error,compute_time_s
Voices/Voices-0691.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Voices/Voices-0691.wav,Voices,Voices,"",44100,1.218185941043084,43.11,1.2786129450381922,2.2469672417326834,,0.0,0.5240855974182641,27.923926923311754,0.9294888220352374,"",2.103
Voices/Voices-0692.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Voices/Voices-0692.wav,Voices,Voices,"",44100,4.039455782312925,41.89,1.3972094426819688,2.6571232663170994,,0.0,0.430701833570043,271.1132964948405,0.8170780644001641,"",6.573
Voices/Voices-0693.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Voices/Voices-0693.wav,Voices,Voices,"",44100,0.5183219954648526,26.4,1.0947815954963418,3.0192695772566154,,0.0,0.5048410355428421,,0.9025672577927163,"",0.775
Voices/Voices-0694.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Voices/Voices-0694.wav,Voices,Voices,"",44100,4.0056235827664395,36.52,1.3622750272318112,2.543830539431865,,0.0,0.5276493698999025,75.41435431415334,1.2527064768709866,"",6.027
Voices/Voices-0695.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Voices/Voices-0695.wav,Voices,Voices,"",44100,0.6800907029478458,19.55,1.1248339547129707,2.192070137167081,,0.0,0.41166415832416886,4.866533011144345,1.0972049074288284,"",0.804
Voices/Voices-0696.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Voices/Voices-0696.wav,Voices,Voices,"",44100,1.2049886621315193,33.91,1.2290662534548806,2.6817267370199174,,0.0,0.7284608704170112,40.74966388921355,1.4579193998054543,"",1.913
Voices/Voices-0697.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Voices/Voices-0697.wav,Voices,Voices,"",44100,1.1990022675736962,29.16,1.204009110053012,2.4880795771046844,,0.0,0.39166231750303054,,0.7907059420760516,"",1.467
Voices/Voices-0698.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Voices/Voices-0698.wav,Voices,Voices,"",44100,3.4369614512471656,22.29,1.247323962930054,2.701003936244841,,0.0,0.4604723777827287,,1.7903937580117801,"",4.531
Voices/Voices-0699.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Voices/Voices-0699.wav,Voices,Voices,"",44100,4.8559637188208615,22.09,1.4914698591338318,3.1315944091949435,,0.0,0.391910444156553,33.976321384336394,1.105545113035016,"",7.294
Voices/Voices-0700.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Voices/Voices-0700.wav,Voices,Voices,"",44100,0.8484807256235828,35.17,1.2152132696732494,2.3878637685163153,,12.546364526605956,0.4151206465349219,27.86111040170809,0.704168036055728,"",1.342
Voices/Voices-0701.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Voices/Voices-0701.wav,Voices,Voices,"",44100,0.538140589569161,21.94,1.3229852398945883,1.6566207511819078,,0.0,0.44520124918469206,15.556833934593918,1.1725046759077478,"",0.582
Voices/Voices-0702.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Voices/Voices-0702.wav,Voices,Voices,"",44100,2.260861678004535,35.5,1.3476648280798056,2.73249610510532,,0.0,0.44702385120091487,41.93031649883989,0.902916289718032,"",3.493
Voices/Voices-0703.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Voices/Voices-0703.wav,Voices,Voices,"",44100,1.8718820861678005,32.88,1.2827861455995655,2.517779350237035,,9.790923038719605,0.40478583834941256,28.260452989072167,0.7660824523601333,"",2.511
