id,audio_path,text,label,sublabel,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st,fluctuation_evr,fluctuation_ami,fluctuation_rms_mod,error,compute_time_s
Music/Music-0031.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0031.wav,Music,Music,"",44100,30.0,28.01,1.1331152250145795,0.1174620623675156,,0.0,0.17519594834124363,155.59470913895606,0.24591583072305526,"",39.21
Music/Music-0032.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0032.wav,Music,Music,"",44100,30.0,6.791,0.6515506745374059,0.10442830102074326,,0.0,0.09145314657099496,72.98693456849358,0.2612714314667747,"",17.649
Music/Music-0033.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0033.wav,Music,Music,"",44100,30.0,27.86,1.6083883451204717,2.7448685606883436,,0.0,0.29451596480310027,,0.30949915683133983,"",53.288
Music/Music-0034.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0034.wav,Music,Music,"",44100,30.0,39.78,1.373423462657191,0.7806746213753435,,0.0,0.31574796979749914,,0.2715847480793977,"",48.291
Music/Music-0035.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0035.wav,Music,Music,"",44100,30.0,51.82,1.7817181826092445,1.2003932687597678,,0.0,0.10723143437019297,,0.18644532854491822,"",68.317
Music/Music-0036.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0036.wav,Music,Music,"",44100,30.0,13.144,1.5745011627572727,3.2082644761084453,,14.69817073903706,0.09396467749037109,61.94506918274841,0.547572063963746,"",15.41
Music/Music-0037.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0037.wav,Music,Music,"",44100,30.0,25.93,1.1382262378466237,3.63456895488552,,0.0,0.7518971098650913,,0.5113907988791014,"",42.492
Music/Music-0038.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0038.wav,Music,Music,"",44100,30.0,37.29,1.3417589177348517,1.4807390911221157,,0.0,0.30323993172603286,,0.32358172367515764,"",52.734
Music/Music-0039.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0039.wav,Music,Music,"",44100,30.0,33.21,1.6313816866487811,2.490596143933624,,0.0,0.4816608061547601,229.49027090111684,0.524700712980259,"",60.726
Music/Music-0040.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0040.wav,Music,Music,"",44100,30.0,16.23,0.8837506971282958,2.6651712612532497,,0.0,0.8932970564622165,,0.7161059502461462,"",17.541
Music/Music-0041.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0041.wav,Music,Music,"",44100,30.0,21.0,1.1058684768272158,0.6761026897651095,,0.0,0.2502099995236709,,0.3614571668580431,"",33.199
Music/Music-0042.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0042.wav,Music,Music,"",44100,30.0,21.89,1.0354756230679243,1.1429851474672543,,0.0,0.39085553260495914,,0.3524455769866623,"",45.763
Music/Music-0043.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0043.wav,Music,Music,"",44100,30.0,28.76,1.158102528652419,1.4885283663941888,,0.0,0.4283744567830862,,0.4102349619344349,"",47.397
Music/Music-0044.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0044.wav,Music,Music,"",44100,30.0,27.97,1.3272960324614544,2.496732540550939,,0.0,0.33619552548454895,52.81618969224675,0.3260851474162292,"",55.45
Music/Music-0045.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0045.wav,Music,Music,"",44100,30.0,17.37,0.749060298419062,0.31879190369045834,,0.0,0.19662878940045517,,0.33574787527772393,"",20.952
Music/Music-0046.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0046.wav,Music,Music,"",44100,30.0,7.256,0.7775944758014018,0.152242772512589,,11.551485689503991,0.17360307876034844,,0.2218844617564237,"",23.759
Music/Music-0047.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0047.wav,Music,Music,"",44100,30.0,26.73,1.6497478714061957,0.8351214178530108,,0.0,0.5318323714532208,,0.46481722947988136,"",58.524
Music/Music-0048.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0048.wav,Music,Music,"",44100,30.0,48.51,1.512735150224991,1.2170779673392267,,0.0,0.36142396074573413,,0.3486439177152767,"",61.792
Music/Music-0049.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0049.wav,Music,Music,"",44100,30.0,9.575,0.7602088507138363,0.9839048390232856,,0.0,0.34798837612533917,,0.4825362164783019,"",18.831
Music/Music-0050.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0050.wav,Music,Music,"",44100,30.0,5.269,1.5392256520471475,1.067923263729539,,0.0,0.17950236548118934,,0.3573447195038934,"",21.556
Music/Music-0051.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0051.wav,Music,Music,"",44100,30.0,15.927,1.3893508870188103,0.5043393636935798,,0.0,0.24146523496443867,106.16322255195402,0.4968379960181285,"",45.678
Music/Music-0052.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0052.wav,Music,Music,"",44100,30.0,21.51,0.9064070233567396,1.7437446492491615,,13.91862390068497,0.17396096237686634,,0.3052944012513123,"",35.138
Music/Music-0053.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0053.wav,Music,Music,"",44100,30.0,39.32,1.4959768662923336,2.700688198045366,,0.0,0.4315396662999164,91.50241675011848,0.46898342979240165,"",50.48
Music/Music-0054.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0054.wav,Music,Music,"",44100,30.0,21.91,1.2184261191397232,1.1888232069886606,,0.0,0.12143380712943437,477.13816997062133,0.22385234567311693,"",35.772
Music/Music-0055.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0055.wav,Music,Music,"",44100,30.0,37.4,1.6201600815632395,1.2390815831328825,,0.0,0.34470905887357833,,0.345622267902442,"",53.117
Music/Music-0056.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0056.wav,Music,Music,"",44100,30.0,40.84,1.775315677559646,0.882105652084671,,0.0,0.400941880415282,,0.5466147700502395,"",63.714
Music/Music-0057.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0057.wav,Music,Music,"",44100,30.0,18.28,1.1846938849713495,0.22279055064783973,,0.0,0.10372578368147826,,0.2599644761764135,"",33.476
Music/Music-0058.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0058.wav,Music,Music,"",44100,30.0,10.756,0.6744454701226814,0.13598837512162082,,0.0,0.2055593805690378,,0.2613056412890815,"",17.622
Music/Music-0059.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0059.wav,Music,Music,"",44100,30.0,27.66,1.2538295810148803,0.10022731375543753,,0.0,0.08425485798250076,418.1799427160194,0.25986185110584514,"",38.689
Music/Music-0060.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0060.wav,Music,Music,"",44100,30.0,42.09,1.992616415652767,1.5922867883214535,,0.0,0.2884716780710021,894.883244476651,0.30525487837830867,"",58.997
Music/Music-0061.wav,/root/clawd/_datasets/zenodo_17033970/DATASEC/DATASEC/Music/Music-0061.wav,Music,Music,"",44100,30.0,19.12,1.0877573867138197,0.385204266637576,,0.0,0.17764099295345548,,0.2799330378025802,"",31.932
