id,audio_path,text,class,classID,fold,fsID,start,end,salience,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st
184805-0-0-47.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-47.wav,air_conditioner,air_conditioner,0,6,184805,23.5,27.5,2,44100,4.0,9.456,1.0141136447187813,0.07327112513332415,1.3060460909059601,0.0
184805-0-0-48.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-48.wav,air_conditioner,air_conditioner,0,6,184805,24.0,28.0,2,44100,4.0,8.388,0.9356730903377157,0.07327112513332415,1.2115068057948253,0.0
184805-0-0-49.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-49.wav,air_conditioner,air_conditioner,0,6,184805,24.5,28.5,2,44100,4.0,9.77,0.8017135517434892,0.054870351672431,1.0871814837292726,0.0
184805-0-0-5.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-5.wav,air_conditioner,air_conditioner,0,6,184805,2.5,6.5,2,44100,4.0,7.995,1.084757179388836,0.07082559190820277,1.184684248207072,0.0
184805-0-0-51.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-51.wav,air_conditioner,air_conditioner,0,6,184805,25.5,29.5,2,44100,4.0,11.369,0.9624488456005698,0.06863681604879307,1.4539704226119472,0.0
184805-0-0-54.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-54.wav,air_conditioner,air_conditioner,0,6,184805,27.0,31.0,2,44100,4.0,9.285,0.8395398027677633,0.03908188632084428,1.3590117700359345,0.0
184805-0-0-57.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-57.wav,air_conditioner,air_conditioner,0,6,184805,28.5,32.5,2,44100,4.0,8.904,1.0912078216385779,0.0690296535995396,1.29896356707714,0.0
184805-0-0-58.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-58.wav,air_conditioner,air_conditioner,0,6,184805,29.0,33.0,2,44100,4.0,7.339,0.9671529696071004,0.049135414039431634,1.02155650813434,0.0
184805-0-0-61.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-61.wav,air_conditioner,air_conditioner,0,6,184805,30.5,34.5,2,44100,4.0,7.995,1.074903212287815,0.09282472668548372,1.13930014061607,0.0
184805-0-0-63.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-63.wav,air_conditioner,air_conditioner,0,6,184805,31.5,35.5,2,44100,4.0,6.762,0.9841976701721442,0.057132797828279375,0.9327413055792353,0.0
184805-0-0-64.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-64.wav,air_conditioner,air_conditioner,0,6,184805,32.0,36.0,2,44100,4.0,6.991,1.0100024189268924,0.06255290681189675,0.9247206968533979,0.0
184805-0-0-74.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-74.wav,air_conditioner,air_conditioner,0,6,184805,37.0,41.0,2,44100,4.0,6.702,0.9789069422232731,0.07175050862863953,0.8802528338730301,0.0
184805-0-0-75.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-75.wav,air_conditioner,air_conditioner,0,6,184805,37.5,41.5,2,44100,4.0,6.91,0.9733498968155385,0.046837854413197044,0.8580260817481502,11.419683892956996
184805-0-0-77.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-77.wav,air_conditioner,air_conditioner,0,6,184805,38.5,42.5,2,44100,4.0,7.389,1.002827204628799,0.07329297146802345,0.9689117581668384,0.0
184805-0-0-81.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-81.wav,air_conditioner,air_conditioner,0,6,184805,40.5,44.5,2,44100,4.0,8.648,1.1157030640096137,0.06929203343381213,1.0840817885172023,9.555689196730931
184805-0-0-82.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-82.wav,air_conditioner,air_conditioner,0,6,184805,41.0,45.0,2,44100,4.0,8.529,1.0918608368927054,0.06929203343381213,1.0988669387177712,0.0
184805-0-0-88.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-88.wav,air_conditioner,air_conditioner,0,6,184805,44.0,48.0,2,44100,4.0,8.486,1.070551179506051,0.0744910029398725,1.1395382206759175,0.0
184805-0-0-90.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-90.wav,air_conditioner,air_conditioner,0,6,184805,45.0,49.0,2,44100,4.0,8.718,1.0827635601954189,0.10912073781949809,1.1354340984042006,0.0
184805-0-0-99.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/184805-0-0-99.wav,air_conditioner,air_conditioner,0,6,184805,49.5,53.5,2,44100,4.0,5.921,1.0216321025627937,0.07401181993260977,0.8337637506902965,0.0
185373-9-0-21.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/185373-9-0-21.wav,street_music,street_music,9,3,185373,10.5,14.5,2,48000,4.0,13.886,1.1544638716867501,0.11014597704208631,2.1473630612939747,0.0
185373-9-0-6.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/185373-9-0-6.wav,street_music,street_music,9,3,185373,3.0,7.0,2,48000,4.0,16.26,1.2096434241326204,0.05882390310341827,2.5671574249500324,0.0
185373-9-1-17.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/185373-9-1-17.wav,street_music,street_music,9,3,185373,138.293638,142.293638,2,48000,4.0,14.861,1.16769719455089,0.8705000662210928,2.021169046558473,0.0
185373-9-1-46.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/185373-9-1-46.wav,street_music,street_music,9,3,185373,152.793638,156.793638,2,48000,4.0,17.91,1.2176487079234428,0.2884926323526495,2.800571858504433,0.0
185373-9-1-7.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/185373-9-1-7.wav,street_music,street_music,9,3,185373,133.293638,137.293638,2,48000,4.0,13.196,1.1607589931650992,0.19827796928941352,2.383154096320803,0.0
185373-9-1-70.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/185373-9-1-70.wav,street_music,street_music,9,3,185373,164.793638,168.793638,2,48000,4.0,13.119,1.07964756831833,1.2479869592841726,1.9281369225315976,0.0
185374-9-0-16.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold9/185374-9-0-16.wav,street_music,street_music,9,9,185374,15.766465,19.766465,1,48000,4.0,13.568,0.9816535607129371,0.31670516086315675,2.804072341598347,0.0
185374-9-0-18.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold9/185374-9-0-18.wav,street_music,street_music,9,9,185374,16.766465,20.766465,1,48000,4.0,14.818,1.0738106679967416,0.223542901795025,3.2613196726647424,13.197570292079924
185374-9-0-23.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold9/185374-9-0-23.wav,street_music,street_music,9,9,185374,19.266465,23.266465,1,48000,4.0,15.613,0.9992998824703023,0.4002509948835917,3.3638849971927733,11.171800229187447
185374-9-0-30.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold9/185374-9-0-30.wav,street_music,street_music,9,9,185374,22.766465,26.766465,1,48000,4.0,11.694,0.9513291620235956,0.3451307770495004,2.3333818390010115,0.0
185374-9-0-33.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold9/185374-9-0-33.wav,street_music,street_music,9,9,185374,24.266465,28.266465,1,48000,4.0,18.66,1.0731352530738534,0.5330111642203712,3.48421783512507,10.978726368704166
185374-9-0-35.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold9/185374-9-0-35.wav,street_music,street_music,9,9,185374,25.266465,29.266465,1,48000,4.0,15.849,1.0344837458615952,0.7678963113522894,3.3179298939117525,0.0
185374-9-0-60.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold9/185374-9-0-60.wav,street_music,street_music,9,9,185374,37.766465,41.766465,1,48000,4.0,15.392,1.006799321807092,0.37435002106244253,3.4087002256662164,11.972290838499937
185375-9-0-23.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/185375-9-0-23.wav,street_music,street_music,9,3,185375,11.5,15.5,2,48000,4.0,10.828,0.948858865102277,0.19076525420781085,1.8911475005243457,0.0
