id,audio_path,text,class,classID,fold,fsID,start,end,salience,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st,error
187920-7-1-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold5/187920-7-1-0.wav,jackhammer,jackhammer,7,5,187920,7.368554,11.368554,1,44100.0,4.0,24.82,1.6215649715179465,1.5111142889241733,2.442708942163348,0.0,
187920-7-1-1.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold5/187920-7-1-1.wav,jackhammer,jackhammer,7,5,187920,7.868554,11.868554,1,44100.0,4.0,25.01,1.6054241410777363,0.5830064427660381,3.33355814797698,0.0,
187920-7-1-2.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold5/187920-7-1-2.wav,jackhammer,jackhammer,7,5,187920,8.368554,12.368554,1,44100.0,4.0,24.72,1.5943782434739302,0.44407878372689413,3.1053987052222434,0.0,
187920-7-2-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold5/187920-7-2-0.wav,jackhammer,jackhammer,7,5,187920,30.660677,32.096921,2,44100.0,1.4362358276643992,10.495,1.556654751714429,0.6366778351968421,2.521618493027309,0.0,
188004-8-0-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/188004-8-0-0.wav,siren,siren,8,6,188004,0.0,4.0,2,44100.0,4.0,8.28,1.3272743884632705,0.10698933763601264,0.9928222073939277,0.0,
188004-8-0-1.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/188004-8-0-1.wav,siren,siren,8,6,188004,0.5,4.5,2,44100.0,4.0,12.6,1.5063070768517695,0.08514412990723196,1.379707698517304,0.0,
188004-8-0-2.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold6/188004-8-0-2.wav,siren,siren,8,6,188004,1.0,5.0,2,44100.0,4.0,19.04,1.6743717698630223,0.0873141781559212,2.3116149042530307,0.0,
188497-2-0-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188497-2-0-0.wav,children_playing,children_playing,2,10,188497,0.0,4.0,1,48000.0,4.0,1.235,1.10200588860137,0.013930732101557602,0.16779428045559547,0.0,
188497-2-0-1.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188497-2-0-1.wav,children_playing,children_playing,2,10,188497,0.5,4.5,1,48000.0,4.0,1.255,1.065660941547809,0.020891527346113832,0.23752468893037332,0.0,
188497-2-0-11.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188497-2-0-11.wav,children_playing,children_playing,2,10,188497,5.5,9.5,1,48000.0,4.0,2.269,1.1185901299545253,0.024116856395343816,0.32885583819542535,0.0,
188497-2-0-17.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188497-2-0-17.wav,children_playing,children_playing,2,10,188497,8.5,12.5,1,48000.0,4.0,1.649,1.0343312671292921,0.0209409146769546,0.3156637586577693,0.0,
188497-2-0-19.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188497-2-0-19.wav,children_playing,children_playing,2,10,188497,9.5,13.5,1,48000.0,4.0,1.632,0.9274729637936162,0.015832723196204625,0.2840749064960943,0.0,
188497-2-0-2.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188497-2-0-2.wav,children_playing,children_playing,2,10,188497,1.0,5.0,1,48000.0,4.0,1.29,1.0121036042509954,0.020891527346113832,0.25451305517559614,0.0,
188497-2-0-23.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188497-2-0-23.wav,children_playing,children_playing,2,10,188497,11.5,15.5,1,48000.0,4.0,1.455,0.9814568481420681,0.01605827572197281,0.23180319407447542,0.0,
188497-2-0-8.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188497-2-0-8.wav,children_playing,children_playing,2,10,188497,4.0,8.0,1,48000.0,4.0,1.459,0.9609874978263128,0.015851520844535835,0.18062724566302538,0.0,
188813-7-0-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188813-7-0-0.wav,jackhammer,jackhammer,7,10,188813,1.356941,2.196952,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
188813-7-1-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188813-7-1-0.wav,jackhammer,jackhammer,7,10,188813,2.972346,4.975449,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
188813-7-10-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188813-7-10-0.wav,jackhammer,jackhammer,7,10,188813,37.348178,41.348178,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
188813-7-10-1.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188813-7-10-1.wav,jackhammer,jackhammer,7,10,188813,37.848178,41.848178,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
188813-7-10-2.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188813-7-10-2.wav,jackhammer,jackhammer,7,10,188813,38.348178,42.348178,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
188813-7-10-3.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188813-7-10-3.wav,jackhammer,jackhammer,7,10,188813,38.848178,42.848178,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
188813-7-11-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188813-7-11-0.wav,jackhammer,jackhammer,7,10,188813,50.529888,54.529888,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
188813-7-11-1.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188813-7-11-1.wav,jackhammer,jackhammer,7,10,188813,51.029888,55.029888,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
188813-7-12-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188813-7-12-0.wav,jackhammer,jackhammer,7,10,188813,61.126949,62.160808,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
188813-7-13-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188813-7-13-0.wav,jackhammer,jackhammer,7,10,188813,67.911652,70.560917,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
188813-7-2-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188813-7-2-0.wav,jackhammer,jackhammer,7,10,188813,6.203158,7.753947,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
188813-7-3-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188813-7-3-0.wav,jackhammer,jackhammer,7,10,188813,8.464725,10.79091,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
188813-7-4-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188813-7-4-0.wav,jackhammer,jackhammer,7,10,188813,11.566304,14.603267,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
188813-7-5-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188813-7-5-0.wav,jackhammer,jackhammer,7,10,188813,15.249429,17.1233,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
188813-7-6-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/188813-7-6-0.wav,jackhammer,jackhammer,7,10,188813,18.092543,20.354111,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
