id,audio_path,text,class,classID,fold,fsID,start,end,salience,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st,error
203929-7-5-1.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-5-1.wav,jackhammer,jackhammer,7,2,203929,172.382059,176.382059,2,44100.0,4.0,21.53,1.1633445298465872,0.07924316990885237,3.129549149525381,0.0,
203929-7-5-10.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-5-10.wav,jackhammer,jackhammer,7,2,203929,176.882059,180.882059,2,44100.0,4.0,22.28,1.1554600603683947,0.07784694708323939,3.030669503577312,0.0,
203929-7-5-11.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-5-11.wav,jackhammer,jackhammer,7,2,203929,177.382059,181.382059,2,44100.0,4.0,21.52,1.1382715132033092,0.07784694708323939,2.9774559129260196,0.0,
203929-7-5-6.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-5-6.wav,jackhammer,jackhammer,7,2,203929,174.882059,178.882059,2,44100.0,4.0,21.34,1.1575448468722869,0.10674337283866757,2.8189619930178664,0.0,
203929-7-5-7.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-5-7.wav,jackhammer,jackhammer,7,2,203929,175.382059,179.382059,2,44100.0,4.0,20.97,1.1642989339348055,0.10674337283866757,3.0053157628436775,0.0,
203929-7-6-1.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-6-1.wav,jackhammer,jackhammer,7,2,203929,209.271841,213.271841,2,44100.0,4.0,20.74,1.2137000162558982,0.09786215868527101,2.7734191385821196,0.0,
203929-7-6-10.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-6-10.wav,jackhammer,jackhammer,7,2,203929,213.771841,217.771841,2,44100.0,4.0,21.02,1.1551342483306302,0.06550863855915015,2.877539688940688,0.0,
203929-7-6-11.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-6-11.wav,jackhammer,jackhammer,7,2,203929,214.271841,218.271841,2,44100.0,4.0,20.51,1.1311358884393625,0.06432327749734386,2.9277079250870504,0.0,
203929-7-6-2.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-6-2.wav,jackhammer,jackhammer,7,2,203929,209.771841,213.771841,2,44100.0,4.0,20.76,1.1524116777049227,0.09813092754965051,3.0431393856670614,0.0,
203929-7-6-3.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-6-3.wav,jackhammer,jackhammer,7,2,203929,210.271841,214.271841,2,44100.0,4.0,20.56,1.1460816164607526,0.09813092754965051,2.7578243557364908,0.0,
203929-7-6-8.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-6-8.wav,jackhammer,jackhammer,7,2,203929,212.771841,216.771841,2,44100.0,4.0,20.59,1.134581838763938,0.0814513178945684,2.946515493523578,0.0,
203929-7-6-9.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-6-9.wav,jackhammer,jackhammer,7,2,203929,213.271841,217.271841,2,44100.0,4.0,20.82,1.1553962775841884,0.0814513178945684,2.734637922340444,0.0,
203929-7-7-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-7-0.wav,jackhammer,jackhammer,7,2,203929,300.388222,304.388222,2,44100.0,4.0,24.81,1.21999483411467,0.08169969682480314,3.177499628355673,0.0,
203929-7-7-10.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-7-10.wav,jackhammer,jackhammer,7,2,203929,305.388222,309.388222,2,44100.0,4.0,19.91,1.1889935918536576,0.08634590864122721,2.793422156842768,0.0,
203929-7-7-12.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-7-12.wav,jackhammer,jackhammer,7,2,203929,306.388222,310.388222,2,44100.0,4.0,20.19,1.1960953643098693,0.09937093969060595,2.8641663345223574,0.0,
203929-7-7-13.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-7-13.wav,jackhammer,jackhammer,7,2,203929,306.888222,310.888222,2,44100.0,4.0,20.97,1.2405631407260778,0.09937093969060595,2.7680074598384374,0.0,
203929-7-7-14.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-7-14.wav,jackhammer,jackhammer,7,2,203929,307.388222,311.388222,2,44100.0,4.0,21.84,1.247639235059134,0.06076500420220975,2.93192443811818,0.0,
203929-7-7-15.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-7-15.wav,jackhammer,jackhammer,7,2,203929,307.888222,311.888222,2,44100.0,4.0,21.57,1.2036133656108725,0.08242158755089662,3.0660172679724935,0.0,
203929-7-7-16.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-7-16.wav,jackhammer,jackhammer,7,2,203929,308.388222,312.388222,2,44100.0,4.0,20.91,1.1745969931653633,0.08420186116153583,2.7892521851333854,0.0,
203929-7-7-2.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-7-2.wav,jackhammer,jackhammer,7,2,203929,301.388222,305.388222,2,44100.0,4.0,24.2,1.256340735829567,0.08574679674601683,3.4656706831543187,0.0,
203929-7-7-3.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-7-3.wav,jackhammer,jackhammer,7,2,203929,301.888222,305.888222,2,44100.0,4.0,23.35,1.255189192640167,0.08574679674601683,3.2481158432722586,0.0,
203929-7-7-4.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-7-4.wav,jackhammer,jackhammer,7,2,203929,302.388222,306.388222,2,44100.0,4.0,22.83,1.2144671348968126,0.08188686279862924,3.208675548380195,0.0,
203929-7-7-9.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-7-9.wav,jackhammer,jackhammer,7,2,203929,304.888222,308.888222,2,44100.0,4.0,19.86,1.2140263859203946,0.05272391798519353,2.8461137018442977,0.0,
203929-7-8-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-8-0.wav,jackhammer,jackhammer,7,2,203929,347.007176,351.007176,2,44100.0,4.0,24.78,1.2313935193424115,0.07373704118063791,3.2855436092007952,0.0,
203929-7-9-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-9-0.wav,jackhammer,jackhammer,7,2,203929,355.520203,359.520203,2,44100.0,4.0,22.47,1.2462965829061536,0.0871454350409901,2.93381179771197,0.0,
203929-7-9-11.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-9-11.wav,jackhammer,jackhammer,7,2,203929,361.020203,365.020203,2,44100.0,4.0,18.8,1.2299970838673215,0.06399758037203847,3.3783473105215145,0.0,
203929-7-9-12.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/203929-7-9-12.wav,jackhammer,jackhammer,7,2,203929,361.520203,365.520203,2,44100.0,4.0,20.24,1.2367882221476278,0.09375624415646404,1.9164411979516354,0.0,
