id,audio_path,text,class,classID,fold,fsID,start,end,salience,error,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st
188824-7-0-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/188824-7-0-0.wav,jackhammer,jackhammer,7,3,188824,0.0,1.373335,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz'),,,,,,,
188824-7-1-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/188824-7-1-0.wav,jackhammer,jackhammer,7,3,188824,1.87273,3.183641,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz'),,,,,,,
188824-7-10-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/188824-7-10-0.wav,jackhammer,jackhammer,7,3,188824,53.185535,54.1219,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz'),,,,,,,
188824-7-11-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/188824-7-11-0.wav,jackhammer,jackhammer,7,3,188824,55.307963,56.494025,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz'),,,,,,,
188824-7-12-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/188824-7-12-0.wav,jackhammer,jackhammer,7,3,188824,59.864939,63.485551,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz'),,,,,,,
188824-7-2-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/188824-7-2-0.wav,jackhammer,jackhammer,7,3,188824,3.683036,4.74425,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz'),,,,,,,
188824-7-3-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/188824-7-3-0.wav,jackhammer,jackhammer,7,3,188824,5.680615,6.492131,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz'),,,,,,,
188824-7-4-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/188824-7-4-0.wav,jackhammer,jackhammer,7,3,188824,6.991526,8.240012,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz'),,,,,,,
188824-7-5-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/188824-7-5-0.wav,jackhammer,jackhammer,7,3,188824,8.240012,9.613348,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz'),,,,,,,
188824-7-6-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/188824-7-6-0.wav,jackhammer,jackhammer,7,3,188824,10.549713,11.423654,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz'),,,,,,,
188824-7-7-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/188824-7-7-0.wav,jackhammer,jackhammer,7,3,188824,25.9061,28.278225,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz'),,,,,,,
188824-7-8-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/188824-7-8-0.wav,jackhammer,jackhammer,7,3,188824,29.277014,30.775198,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz'),,,,,,,
188824-7-9-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/188824-7-9-0.wav,jackhammer,jackhammer,7,3,188824,31.399441,35.399441,2,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz'),,,,,,,
189023-0-0-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/189023-0-0-0.wav,air_conditioner,air_conditioner,0,2,189023,0.0,4.0,1,,48000.0,4.0,4.636,1.066741452664193,0.14364451290172597,0.6221014238885749,0.0
189023-0-0-1.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/189023-0-0-1.wav,air_conditioner,air_conditioner,0,2,189023,0.5,4.5,1,,48000.0,4.0,4.709,1.0671001289734405,0.14364451290172597,0.6625688199234044,0.0
189023-0-0-10.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/189023-0-0-10.wav,air_conditioner,air_conditioner,0,2,189023,5.0,9.0,1,,48000.0,4.0,4.944,1.0162095174347614,0.088397125602216,0.6510939012865256,0.0
189023-0-0-11.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/189023-0-0-11.wav,air_conditioner,air_conditioner,0,2,189023,5.5,9.5,1,,48000.0,4.0,4.716,1.0445409311710032,0.06877284471498808,0.6829967821491463,0.0
189023-0-0-12.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold2/189023-0-0-12.wav,air_conditioner,air_conditioner,0,2,189023,6.0,10.0,1,,48000.0,4.0,4.554,1.0521512823616197,0.0763032456190636,0.6333621626179323,0.0
