id,audio_path,text,class,classID,fold,fsID,start,end,salience,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st
54976-4-0-6.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold9/54976-4-0-6.wav,drilling,drilling,4,9,54976,8.693949,12.693949,1,48000,4.0,21.37,1.2062282238812327,0.09855659363566742,2.7481837654984305,0.0
54976-4-0-7.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold9/54976-4-0-7.wav,drilling,drilling,4,9,54976,9.193949,13.193949,1,48000,4.0,23.46,1.2972135671604073,0.2939594255186151,3.689001511593547,0.0
54976-4-0-8.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold9/54976-4-0-8.wav,drilling,drilling,4,9,54976,9.693949,13.693949,1,48000,4.0,23.35,1.3013812707973318,0.2939594255186151,3.8872422830728453,0.0
54976-4-0-9.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold9/54976-4-0-9.wav,drilling,drilling,4,9,54976,10.193949,14.193949,1,48000,4.0,19.12,1.1898241791586548,0.1189782227614418,2.552651426894072,0.0
54976-4-1-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold9/54976-4-1-0.wav,drilling,drilling,4,9,54976,77.297309,81.297309,1,48000,4.0,25.01,1.2770378519093581,0.13873742636534617,2.042653073616661,0.0
54976-4-1-1.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold9/54976-4-1-1.wav,drilling,drilling,4,9,54976,77.797309,81.797309,1,48000,4.0,32.49,1.3605535208531485,0.13873742636534617,3.922361953930961,0.0
54976-4-1-2.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold9/54976-4-1-2.wav,drilling,drilling,4,9,54976,78.297309,82.297309,1,48000,4.0,36.73,1.3949321948553384,0.15917515284978664,4.251413108679811,0.0
54976-4-1-3.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold9/54976-4-1-3.wav,drilling,drilling,4,9,54976,78.797309,82.797309,1,48000,4.0,32.2,1.3831739147062354,0.15917515284978664,5.306862387972008,0.0
55013-3-0-1.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold8/55013-3-0-1.wav,dog_bark,dog_bark,3,8,55013,0.5,4.5,2,44100,4.0,6.025,1.0491174705153465,0.16063075014319309,1.6864477388315617,0.0
55013-3-0-3.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold8/55013-3-0-3.wav,dog_bark,dog_bark,3,8,55013,1.5,5.5,2,44100,4.0,4.578,1.0651198745933326,0.06273509609180054,1.4852138677330682,0.0
55013-3-0-4.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold8/55013-3-0-4.wav,dog_bark,dog_bark,3,8,55013,2.0,6.0,2,44100,4.0,5.863,1.0670272343998912,0.05129087296226236,1.830868930100993,0.0
55013-3-0-7.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold8/55013-3-0-7.wav,dog_bark,dog_bark,3,8,55013,3.5,7.5,2,44100,4.0,6.33,1.0737366039732161,0.08330573179802832,1.7745304577375975,0.0
55018-0-0-102.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/55018-0-0-102.wav,air_conditioner,air_conditioner,0,4,55018,55.041583,59.041583,1,44100,4.0,14.549,1.620533878012199,0.15471331682386327,1.739394490915092,0.0
55018-0-0-106.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/55018-0-0-106.wav,air_conditioner,air_conditioner,0,4,55018,57.041583,61.041583,1,44100,4.0,14.386,1.5033028062535245,0.0852223664666398,1.7787691680166053,0.0
55018-0-0-110.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/55018-0-0-110.wav,air_conditioner,air_conditioner,0,4,55018,59.041583,63.041583,1,44100,4.0,15.045,1.5307873185115106,0.18342647407833623,1.9194354917003926,0.0
55018-0-0-116.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/55018-0-0-116.wav,air_conditioner,air_conditioner,0,4,55018,62.041583,66.041583,1,44100,4.0,15.638,1.381803835532501,0.08632454930835326,2.137852219274745,0.0
55018-0-0-121.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/55018-0-0-121.wav,air_conditioner,air_conditioner,0,4,55018,64.541583,68.541583,1,44100,4.0,14.716,1.3854494774172212,0.0696882894505617,2.5344993683077663,0.0
55018-0-0-145.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/55018-0-0-145.wav,air_conditioner,air_conditioner,0,4,55018,76.541583,80.541583,1,44100,4.0,13.514,1.441377013935521,0.09329660291082713,1.94841818920858,0.0
55018-0-0-146.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/55018-0-0-146.wav,air_conditioner,air_conditioner,0,4,55018,77.041583,81.041583,1,44100,4.0,13.821,1.4379469271816623,0.09329660291082713,1.6679727223714382,0.0
55018-0-0-148.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/55018-0-0-148.wav,air_conditioner,air_conditioner,0,4,55018,78.041583,82.041583,1,44100,4.0,13.003,1.338591202217888,0.13394208174395225,1.7658159113230028,0.0
55018-0-0-162.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/55018-0-0-162.wav,air_conditioner,air_conditioner,0,4,55018,85.041583,89.041583,1,44100,4.0,10.526,1.387880229781695,0.07421484710224713,1.56892282850904,0.0
55018-0-0-194.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/55018-0-0-194.wav,air_conditioner,air_conditioner,0,4,55018,101.041583,105.041583,1,44100,4.0,12.672,1.2869955464817784,0.0867787411420054,1.7866270504285786,0.0
55018-0-0-2.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/55018-0-0-2.wav,air_conditioner,air_conditioner,0,4,55018,5.041583,9.041583,1,44100,4.0,10.514,1.5358632880669434,0.05254578583264496,1.2130110625619683,0.0
55018-0-0-209.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/55018-0-0-209.wav,air_conditioner,air_conditioner,0,4,55018,108.541583,112.541583,1,44100,4.0,10.821,1.3100050935032088,0.12416440160503311,1.3176969363868019,0.0
55018-0-0-246.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/55018-0-0-246.wav,air_conditioner,air_conditioner,0,4,55018,127.041583,131.041583,1,44100,4.0,10.91,1.319240704005289,0.08575568946770437,1.5847262285003272,0.0
55018-0-0-248.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/55018-0-0-248.wav,air_conditioner,air_conditioner,0,4,55018,128.041583,132.041583,1,44100,4.0,10.992,1.405217549324171,0.09408436679353682,1.4571722929903859,0.0
