id,audio_path,text,class,classID,fold,fsID,start,end,salience,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st,error
199769-1-0-15.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/199769-1-0-15.wav,car_horn,car_horn,1,3,199769,8.348273,12.348273,1,44100.0,4.0,34.9,1.2538416798722447,0.14517210696716557,5.12632069397475,18.33312809990813,
199769-1-0-16.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/199769-1-0-16.wav,car_horn,car_horn,1,3,199769,8.848273,12.848273,1,44100.0,4.0,35.38,1.2593672304379535,0.14517210696716557,4.943294857360031,15.848107680069205,
199769-1-0-17.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/199769-1-0-17.wav,car_horn,car_horn,1,3,199769,9.348273,13.348273,1,44100.0,4.0,35.92,1.2667852209392612,0.1254726534897231,5.0505610634975895,16.391412959405145,
199769-1-0-18.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/199769-1-0-18.wav,car_horn,car_horn,1,3,199769,9.848273,13.848273,1,44100.0,4.0,35.76,1.264971827437334,0.11109616106409977,5.143895856657462,19.41360764960828,
199769-1-0-2.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/199769-1-0-2.wav,car_horn,car_horn,1,3,199769,1.848273,5.848273,1,44100.0,4.0,33.29,1.2357564153292335,0.1722336816580192,3.7662654439876753,15.052288925306051,
199769-1-0-3.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/199769-1-0-3.wav,car_horn,car_horn,1,3,199769,2.348273,6.348273,1,44100.0,4.0,33.83,1.2137458388374507,0.10864079457681858,4.2703029830334325,16.676977465946415,
199769-1-0-4.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/199769-1-0-4.wav,car_horn,car_horn,1,3,199769,2.848273,6.848273,1,44100.0,4.0,34.27,1.2497005311067813,0.13719241654468128,4.6601707068536244,0.0,
199769-1-0-5.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/199769-1-0-5.wav,car_horn,car_horn,1,3,199769,3.348273,7.348273,1,44100.0,4.0,35.89,1.2713533885194943,0.15225306554929915,5.6002842601512635,0.0,
199769-1-0-6.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/199769-1-0-6.wav,car_horn,car_horn,1,3,199769,3.848273,7.848273,1,44100.0,4.0,36.95,1.2759503048438368,0.15225306554929915,3.9123613538026603,0.0,
199769-1-0-7.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/199769-1-0-7.wav,car_horn,car_horn,1,3,199769,4.348273,8.348272999999999,1,44100.0,4.0,38.0,1.2862824384855764,0.1343953377274212,4.730595723566069,16.51992802538345,
199769-1-0-8.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/199769-1-0-8.wav,car_horn,car_horn,1,3,199769,4.848273,8.848272999999999,1,44100.0,4.0,37.1,1.296322097850782,0.11486505511070269,5.412805776362776,19.009526043979484,
199769-1-0-9.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/199769-1-0-9.wav,car_horn,car_horn,1,3,199769,5.348273,9.348273,1,44100.0,4.0,36.26,1.2947362501401805,0.10950015143557741,5.424351152970391,19.765979917725247,
199929-4-0-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/199929-4-0-0.wav,drilling,drilling,4,4,199929,0.0,2.349659,1,44100.0,2.349659863945578,16.32,3.5072063213757065,1.7653781872776868,4.13018728166829,0.0,
199929-4-1-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/199929-4-1-0.wav,drilling,drilling,4,4,199929,3.013303,5.793434,1,44100.0,2.78,15.729,3.4906809032349844,2.344047337128758,2.476137655960354,0.0,
199929-4-2-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/199929-4-2-0.wav,drilling,drilling,4,4,199929,6.522845,10.050322,1,44100.0,3.527482993197279,17.66,3.265102876380488,1.9565060429814893,2.229587488687632,10.126493209795463,
20015-3-0-12.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold5/20015-3-0-12.wav,dog_bark,dog_bark,3,5,20015,29.26305,33.26305,2,44100.0,4.0,12.462,1.8258129566796213,0.05420197579515327,1.9290487557671991,0.0,
20015-3-0-14.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold5/20015-3-0-14.wav,dog_bark,dog_bark,3,5,20015,30.26305,34.26305,2,44100.0,4.0,15.457,1.5873255392477068,0.09388461139369834,1.9299195086684224,0.0,
20015-3-0-19.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold5/20015-3-0-19.wav,dog_bark,dog_bark,3,5,20015,32.76305,36.76305,2,44100.0,4.0,12.79,1.8219666542834447,0.061122296860874864,1.8692607435779498,0.0,
20015-3-0-4.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold5/20015-3-0-4.wav,dog_bark,dog_bark,3,5,20015,25.26305,29.26305,2,44100.0,4.0,11.661,1.8169430235067239,0.10811942845778183,1.6530129036777517,0.0,
200161-3-6-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/200161-3-6-0.wav,dog_bark,dog_bark,3,3,200161,37.617328,41.617328,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
200161-3-6-3.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/200161-3-6-3.wav,dog_bark,dog_bark,3,3,200161,39.117328,43.117328,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
200161-3-6-4.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/200161-3-6-4.wav,dog_bark,dog_bark,3,3,200161,39.617328,43.617328,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
200161-3-7-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold3/200161-3-7-0.wav,dog_bark,dog_bark,3,3,200161,55.340876,56.104476,1,,,,,,,,ValueError('ERROR: Sampling frequency shall be equal to 48 kHz')
200460-6-0-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/200460-6-0-0.wav,gun_shot,gun_shot,6,10,200460,1.282736,3.181186,1,44100.0,1.8984353741496598,23.89,2.275103957375195,0.962934487598981,6.1951036945747555,0.0,
200460-6-1-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/200460-6-1-0.wav,gun_shot,gun_shot,6,10,200460,3.181186,4.987279,1,44100.0,1.8060997732426305,23.55,2.2792165056695843,1.4332197336942438,6.217420616023128,0.0,
200460-6-2-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/200460-6-2-0.wav,gun_shot,gun_shot,6,10,200460,4.987279,5.849278,1,44100.0,0.86,28.79,2.2728367969439436,1.0613405833577172,8.793975959282424,0.0,
200460-6-3-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/200460-6-3-0.wav,gun_shot,gun_shot,6,10,200460,5.849278,7.096097,1,44100.0,1.2468253968253968,31.37,2.3159769240520345,1.3144959965700984,9.44897183384119,0.0,
200460-6-4-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/200460-6-4-0.wav,gun_shot,gun_shot,6,10,200460,7.096097,7.952965,1,44100.0,0.8568707482993198,28.45,2.3435810122733005,1.450148533467959,9.071314137236005,0.0,
200460-6-5-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/200460-6-5-0.wav,gun_shot,gun_shot,6,10,200460,7.952965,9.040726,1,44100.0,1.0870294784580499,27.95,2.32205073126002,0.5593656436195465,8.28175269983845,0.0,
200786-5-0-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/200786-5-0-0.wav,engine_idling,engine_idling,5,10,200786,15.109316,19.109316,1,44100.0,4.0,9.306,1.0070095393118648,0.6830196563832795,1.242326892676312,0.0,
200786-5-1-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/200786-5-1-0.wav,engine_idling,engine_idling,5,10,200786,110.690351,114.690351,1,44100.0,4.0,13.77,1.1243685459499388,0.3571101866011613,1.7346942327037098,0.0,
200786-5-1-1.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/200786-5-1-1.wav,engine_idling,engine_idling,5,10,200786,111.190351,115.190351,1,44100.0,4.0,13.44,1.131820657488449,0.2872673991792145,1.7091780419169686,0.0,
200786-5-1-2.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/200786-5-1-2.wav,engine_idling,engine_idling,5,10,200786,111.690351,115.690351,1,44100.0,4.0,13.185,1.1338181389823598,0.2571945906929618,1.9311643933610343,0.0,
200786-5-1-3.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/200786-5-1-3.wav,engine_idling,engine_idling,5,10,200786,112.190351,116.190351,1,44100.0,4.0,13.186,1.1194956122448312,0.2246921375720744,1.6676595259541045,0.0,
200786-5-1-4.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/200786-5-1-4.wav,engine_idling,engine_idling,5,10,200786,112.690351,116.690351,1,44100.0,4.0,12.585,1.107306133333136,0.29490055288697825,2.1253298641294562,0.0,
200786-5-1-5.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold10/200786-5-1-5.wav,engine_idling,engine_idling,5,10,200786,113.190351,117.190351,1,44100.0,4.0,11.307,1.0902913785835369,0.29490055288697825,1.7327590287199996,0.0,
201207-3-0-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/201207-3-0-0.wav,dog_bark,dog_bark,3,4,201207,0.0,2.083529,1,48000.0,2.08,12.346,0.9857432920032617,0.12467725291210766,3.003402451219266,10.970311349288608,
201207-3-13-0.wav,/root/clawd/_datasets/urbansound8k/UrbanSound8K/audio/fold4/201207-3-13-0.wav,dog_bark,dog_bark,3,4,201207,62.777647,65.072549,1,48000.0,2.29,12.262,0.9918586516184338,0.11614071403735057,2.7889485342336133,13.570974704304412,
