id,audio_path,text,caption_1,caption_2,caption_3,caption_4,caption_5,split,file_name,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st,fluctuation_evr,fluctuation_ami,fluctuation_rms_mod,error,compute_time_s
development/DC Metro - Interior 2.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/DC Metro - Interior 2.wav,A locomotive is moving down railroad tracks and a person is talking nearby.,A locomotive is moving down railroad tracks and a person is talking nearby.,A train is heading down train tracks and a person is speaking close by.,A train rolls by on tracks and makes a loud sound as it breaks and a speaker announces something.,"A train rolls down the tracks, engages its brakes, and a speaker makes an announcement.","wind is blowing, a roar of a train passing by, a man is speaking",development,DC Metro - Interior 2.wav,44100,29.066145124716552,17.46,1.1248341611655601,0.8888622319186955,,0.0,34495.47669496511,2450.154867920571,0.04733302018155052,"",40.693
"development/coastal road on the beach, scooter, motorcycle, car.wav","/root/clawd/_datasets/clotho_3490684/audio_development/development/coastal road on the beach, scooter, motorcycle, car.wav",A helicopter buzzes around a busy highway and makes sounds.,A helicopter buzzes around a busy highway and makes sounds.,A helicopter buzzes around above a busy highway.,A vehicle buzzes and drives by succeeded by other vehicles.,Multiple cars as well as motorbikes drive by an intersection.,Multiple cars drive by an intersection as well as motorbikes.,development,"coastal road on the beach, scooter, motorcycle, car.wav",44100,22.724603174603175,31.2,1.3198689979220846,1.9529129098108537,,0.0,4666.230238758082,757.2436023681054,0.016676866123101677,"",38.34
development/fritura.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/fritura.wav,Bacon sizzles in a frying pan on the stove as it cooks.,Bacon sizzles in a frying pan on the stove as it cooks.,Food is fried with a constant sizzling that is quite static.,Rice is being fried in the skillet as someone makes a dish.,Rice prepared in a dish starts to sizzle nicely,The static flat sizzle of food being fried,development,fritura.wav,44100,15.545759637188208,9.896,3.1604459001735234,0.8076205320695952,,0.0,369.2499718238637,245.5640334325556,0.008085719168433595,"",31.903
development/crackles.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/crackles.wav,A metal detector chirps and beeps as it picks up a signal.,A metal detector chirps and beeps as it picks up a signal.,Electronic interference are inconsistently beeping back and forth quickly,Electronic interference inconsistently beeps back and forth quickly,People were shooting with guns at a firing range.,The chirping of a small metal detector as it picks up signal.,development,crackles.wav,44100,17.519455782312924,12.372,0.9715010957725082,5.1676173951956805,,0.0,161450.1594750304,2926.943651998075,0.01536980856195755,"",15.582
development/Newspaper.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Newspaper.wav,A newspaper that is being read then folded up.,A newspaper that is being read then folded up.,A person flips through multiple pages of a book.,Papers are being shuffled and moved around on a hard surface.,Someone is rustling papers and doing office tasks.,Someone reads a newspaper and then it is folded up.,development,Newspaper.wav,44100,19.284920634920635,5.675,2.4756698756649347,3.596502714165602,,0.0,44317.20314619712,2702.8655848989215,0.0071026138227770555,"",20.321
development/crumpleTissuePaper.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/crumpleTissuePaper.wav,A plastic bag that is being crumpled up.,A plastic bag that is being crumpled up.,Crumpling of plastic wrapping paper or bubble wrap,Plastic wrapping paper or packaging material is crumpled.,Someone goes through objects inside of a bag.,Someone levels off a medium sized block of plastic after making it softer.,development,crumpleTissuePaper.wav,44100,18.26249433106576,26.61,2.450043678332317,1.4889541508198683,,0.0,12301753.0332205,334781.4502468647,0.03516635698729837,"",38.98
development/Sound_FX_dishmachine_HUM.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Sound_FX_dishmachine_HUM.wav,A machine hums as people faintly speak to each other.,A machine hums as people faintly speak to each other.,A machine hums while people faintly speak to each other.,A washing machine drowning out water as it dries up clothes.,A washing machine drowns on as a dryer is running.,Machinery noise overpowers the muted voices that are in the background.,development,Sound_FX_dishmachine_HUM.wav,44100,26.041179138321997,24.28,1.497411390902302,0.21458114098985204,,0.0,16831.688309002697,951.1804706190172,0.06694437857735275,"",51.821
development/Volleyball_game_and_crowd.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Volleyball_game_and_crowd.wav,"A basketball team is playing with mostly girls, a ball is bouncing, then people scream happily.","A basketball team is playing with mostly girls, a ball is bouncing, then people scream happily.",Girls cheer during a game while the whistle of the referee blows.,School children are playing a ball game until a whistle is blown,"While the young students play basketball in a gymnasium, spectators cheer and a whistle goes off.","Young students playing basketball in a gymnasium, spectators are cheering, a whistle goes off.",development,Volleyball_game_and_crowd.wav,44100,23.843537414965986,26.1,1.5995771487775954,0.8930249934062396,,0.0,1379.1876071951554,351.73940070468456,0.023852209766842214,"",37.036
development/snowshoe steps 01.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/snowshoe steps 01.wav,Heavy boots walking through the snow and slush,Heavy boots walking through the snow and slush,Heavy boots shuffle through the slush and snow.,"Heavy, walking paced footsteps on a ground of gravel.",Someone was walking through a pile of pebbles.,"Through a pile of pebbles, someone was walking.",development,snowshoe steps 01.wav,44100,27.113650793650795,15.518,1.6312040576652385,3.8291860690146655,,0.0,21758.35597364299,1464.078844993773,0.02070592191150059,"",39.665
development/toy.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/toy.wav,A roll back and wind up toy motorcycle is being revved up.,A roll back and wind up toy motorcycle is being revved up.,Coffee beans are slowly being ground in a coffee grinder.,Someone is trying to start up a gas lawnmower by pulling on the pull cord.,Trying to start a fuel driven lawnmower with the pull chain,coffee beans slowly being crushed in a coffee grinder,development,toy.wav,44100,20.050430839002267,18.68,3.1210288436266524,1.658611596902375,,0.0,9801.202320838229,748.1455394381212,0.04210480218284424,"",22.962
