id,audio_path,text,caption_1,caption_2,caption_3,caption_4,caption_5,split,file_name,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st,fluctuation_evr,fluctuation_ami,fluctuation_rms_mod,error,compute_time_s
development/Footsteps On Pipe_Metal.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Footsteps On Pipe_Metal.wav,Different hollow objects are being struck repeatedly with force.,Different hollow objects are being struck repeatedly with force.,First a stick then a ball are bounced on the top of a kettle drum.,"Someone bangs against a pipe before they pause, then continue.",Unique empty objects are being hit repeatedly with strength.,someone is banging the pipe and stops for a while before doing it again,development,Footsteps On Pipe_Metal.wav,44100,15.069750566893424,8.014,1.1824277420400942,4.814106162633078,,0.0,29276.44470151129,1361.3945776749229,0.015720400128476662,"",12.083
development/shovel.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/shovel.wav,Someone working under a bridge with heavy traffic overhead is moving garage tools around.,Someone working under a bridge with heavy traffic overhead is moving garage tools around.,The traffic is heavy overhead as someone working under the bridge is moving garage tools around.,The wind is blowing a metal object that is repeatedly striking another metal object producing clanking.,The wind is blowing something that is clanking around.,motor repair people are busy preparing cars and tools are making sound,development,shovel.wav,44100,27.76934240362812,19.18,1.7232600658973636,0.6831432553320895,,0.0,947613.0062324844,10108.953874192866,0.01960068750527583,"",40.867
development/Gong bashing repetitively with resonance.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Gong bashing repetitively with resonance.wav,A cymbal is being played and gets quieter and quieter.,A cymbal is being played and gets quieter and quieter.,A loud gong is followed by a continuous vibration in the air.,A song plays before slowly fading then picking up again.,"Before slowly fading then picking up again, a song plays.","While a cymbal is being played, it gets quieter and quieter.",development,Gong bashing repetitively with resonance.wav,44100,22.91310657596372,18.68,0.8474412623292754,0.8008350364977761,,0.0,1637.633648989926,540.6047251196658,0.03144665583735834,"",15.071
development/Rain inside the old theater of Prypiat (close to Chernobyl).wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Rain inside the old theater of Prypiat (close to Chernobyl).wav,A cymbal clangs with a metallic sound to the ground and a series of echoes follow the sudden noise.,A cymbal clangs with a metallic sound to the ground and a series of echoes follow the sudden noise.,Raindrops splash down on the surface of the floor.,The splash of raindrops falling on the floor.,Water dripping nearby while rain hits a barrel outside.,"Water splashes and dripping nearby me, while rain hits a barrel outside.",development,Rain inside the old theater of Prypiat (close to Chernobyl).wav,44100,19.18312925170068,18.92,1.6713463217718583,0.9174025108251811,,0.0,7690.544265921858,772.7167253337756,0.015353837476450057,"",34.544
development/hugespacecruiser.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/hugespacecruiser.wav,A large ferry turbine is churning away in the water at a regular pace.,A large ferry turbine is churning away in the water at a regular pace.,A large ferry turbine is churning away repetitively in the water.,An industrial machine making whirring noises from inside a room.,The whirring noise of the industrial machine filled the room.,It is silent except for some white noise.,development,hugespacecruiser.wav,44100,23.524263038548753,21.0,0.7422957567811347,2.757615536649542,,22.53463050298982,6840.641827983299,549.2753451201773,0.08062119434022613,"",25.676
development/engine start BMW 320 VG91.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/engine start BMW 320 VG91.wav,A light chime and then truck getting ignition and engine starts running and then stopped.,A light chime and then truck getting ignition and engine starts running and then stopped.,"A light chime, a truck starting its engine, and then it stopped.",A truck starts before idling for a bit.,"An engine is ignited, idles, then turns off.","The engine first ignites, then idles and then turns off.",development,engine start BMW 320 VG91.wav,44100,23.079297052154196,28.56,1.623012043868108,0.45317236475888445,,0.0,3293411.576863055,45345.24204829633,0.023174390823485533,"",43.441
development/Freight Train Crossing.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Freight Train Crossing.wav,A quickly passing train rumbles as is wheels run over the tracks.,A quickly passing train rumbles as is wheels run over the tracks.,A train driving extremely fast by a railway crossing and wheels squealing,A train is riding by while the horn and bell is sounding.,A train is sounding its horn and bell as it drives by,Honking is followed by the arrival of a train crossing train tracks.,development,Freight Train Crossing.wav,44100,27.370975056689343,34.21,1.7998106106853036,0.21726166110177922,,9.696019754727821,3361.9836187649207,804.7613056650835,0.028821131867922196,"",57.924
development/Train_passing.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Train_passing.wav,A aircraft flies overhead and bells start to ring.,A aircraft flies overhead and bells start to ring.,A plane flies overhead as bells begin to chime.,A plane flying by quickly in the air followed by a ringing.,A plane is flying followed by a ringing.,"As the train approaches the station, it comes to stop, followed by bells signalling its arrival.",development,Train_passing.wav,44100,15.8940589569161,29.23,1.3805635557162856,0.13746614650095193,,0.0,817.0385432250321,279.4206773488516,0.07351957129721291,"",26.981
development/Creaky Floor and show scuffles at  The Musee de Cluny.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Creaky Floor and show scuffles at  The Musee de Cluny.wav,A person speaks while the rain is pouring,A person speaks while the rain is pouring,Machinery is running while people talk inaudibly in the background.,People are talking while moving papers around in a hall.,The rain is pouring down and a person speaks.,machinery running while people talk inaudibly in the background.,development,Creaky Floor and show scuffles at  The Musee de Cluny.wav,44100,18.443854875283446,29.88,1.5998563018965586,0.4819398051394177,,0.0,2346.4462695447164,444.3620078977441,0.03081033854887063,"",38.761
development/diferents ocells.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/diferents ocells.wav,A person is outside and you can hear the cars in the background and a whistle.,A person is outside and you can hear the cars in the background and a whistle.,A person speaks inaudibly with many birds chirping in the background.,"Birds are chirping, a sprinkler is running, and people are talking.",Someone saying something inaudible and birds chirping in the background.,a large passenger air plane flies in the distant sky while birds are chirping.,development,diferents ocells.wav,44100,24.90528344671202,11.634,1.1434000470656116,1.2174767167642697,,0.0,7409.744533169693,616.7881062464003,0.01105944584859819,"",31.877
development/murmur_on_ferry_1.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/murmur_on_ferry_1.wav,A crowded space has several people talking at the same time.,A crowded space has several people talking at the same time.,Crowd chatter noisily resonates as time goes on.,Men and women talk inaudibly in the background,People talking inaudibly in the background including men and a woman,Several people are talking in a crowded space.,development,murmur_on_ferry_1.wav,44100,26.090657596371884,20.83,1.36302782985912,0.38014763771496207,,0.0,8280.40471901885,2059.774834367749,0.03699584399773985,"",44.408
"development/Tunis Medina, Handwerker und Stimmen.wav","/root/clawd/_datasets/clotho_3490684/audio_development/development/Tunis Medina, Handwerker und Stimmen.wav","As an object is clanking, children are talking.","As an object is clanking, children are talking.",Next to a school yard construction work is carried out,Some construction work is being done next to a school yard.,The people chatter and talk excitedly and with increasing loudness as the locomotive pulls into the station.,The people chatter excitedly and with increasing loudness as the locomotive pulls into the station.,development,"Tunis Medina, Handwerker und Stimmen.wav",44100,27.060521541950113,29.82,1.3248778764367801,0.47410926888226834,,0.0,55415.39000556391,2166.7264856475904,0.06110825376038658,"",50.565
development/officeWorkConstruction1.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/officeWorkConstruction1.wav,A large machine worked only a short period of time.,A large machine worked only a short period of time.,A metallic hum is emitted from a machine while a static buzzing occurs and then things are shut off.,"A metallic hum is emitted from a machine while a static buzzing occurs, then things are shut off.",A shower that is on but not fully working.,an engine is rumbling and then stops while the phone is vibrating in the background,development,officeWorkConstruction1.wav,44100,27.802267573696145,31.3,1.174042668154268,0.5076412262351885,,0.0,5732.608338136093,593.7749979365467,0.03192735314692014,"",47.291
development/Water Dripping on Water.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Water Dripping on Water.wav,The water from the faucet is dripping steadily.,The water from the faucet is dripping steadily.,Water dripping from a faucet at a relatively consistent rate,Water is dripping from a faucet that is not closed fully.,Water is either being dropped in a glass or it is flowing into the glass.,water is dripping from a faucet that is not fully closed,development,Water Dripping on Water.wav,44100,23.1502947845805,9.841,2.4649739854597263,3.532524745709606,,0.0,548.5330910086353,342.98291019552187,0.008301170220496798,"",29.498
development/RhythmicSC.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/RhythmicSC.wav,A cupboard is opened and closed as water is run and metal dishes are banged around.,A cupboard is opened and closed as water is run and metal dishes are banged around.,"A cupboard is opened, water is running, metal dishes are banged around, the cupboard is closed.",Water is running as a glass is being tossed around.,"Wood creaks and water moves around, while silverware clanks.",Wood creaks while water sounds out in the background as others eat with silverware.,development,RhythmicSC.wav,44100,18.917165532879817,15.343,1.7723494844060261,1.4116680451397978,,0.0,8487.251094973875,1696.8945191369578,0.02574976968887411,"",22.235
development/Shed Creaks.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Shed Creaks.wav,"A cupboard door opens, then someone taps randomly with a very light stick before closing the door again.","A cupboard door opens, then someone taps randomly with a very light stick before closing the door again.",A door opens and closes followed by footsteps.,A wooden floor creaks as it is walked upon in a small house.,Creaking of a wooden floor as it is walked upon in a small house.,"Someone opens the door of a cupboard, then someone taps lightly with a stick, then the door closes again.",development,Shed Creaks.wav,44100,27.249501133786847,11.099,1.7230683106436406,3.4559814623491354,,0.0,152412.6438188147,5130.664494344533,0.014591817334687698,"",21.666
development/mab-kite-spool-20080727.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/mab-kite-spool-20080727.wav,A boiling teapot whistling loudly indicating the water is hot.,A boiling teapot whistling loudly indicating the water is hot.,A kettle is whistling shrilly as the liquid inside is boiling.,A teapot is whistling and is ready to be taken off of the stove.,A teapot is whistling which is ready to be taken off of the stove.,"Whistling loudly, a teapot indicates that the water is boiling.",development,mab-kite-spool-20080727.wav,44100,24.054308390022676,32.18,2.5289218618054505,1.7973537362583518,,17.008406865430047,1669.973037377528,332.7236828637472,0.04289569253127966,"",30.964
