id,audio_path,text,caption_1,caption_2,caption_3,caption_4,caption_5,split,file_name,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st,fluctuation_evr,fluctuation_ami,fluctuation_rms_mod,error,compute_time_s
development/waterfall.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/waterfall.wav,"A continuous static sound is playing, never changing noise level.","A continuous static sound is playing, never changing noise level.",Static noise is playing continuously at the same level.,Television static is constant throughout and does not stop.,The entire clip has static and white noise.,static white noise for the entirety of the clip,development,waterfall.wav,44100,23.217959183673468,47.19,1.8705438600675004,0.11489208412531257,,0.0,279.72494271399756,187.63800956994504,0.020810560835643758,"",55.122
development/20101206.06.seagulls.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/20101206.06.seagulls.wav,"A variety of birds sing different songs, and one of them gets louder.","A variety of birds sing different songs, and one of them gets louder.",Birds are chirping back and forth in the background as a person is breathing in the foreground.,"Out in nature different voices of birds singing, the bird becomes louder at the end","Several sea gulls are squawking, and then one very loud sea gull starts chirping, drowning out the others.","Several sea gulls are squawking, with one particular sea gull starts chirping loudly, drowning out the others.",development,20101206.06.seagulls.wav,44100,18.345124716553286,29.8,1.7976467007670855,0.3959895587112856,,0.0,10196.939813846117,848.6189626226065,0.05837774144054412,"",35.773
development/Small_Refrigerator_Refrigeration-For_Freesound.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Small_Refrigerator_Refrigeration-For_Freesound.wav,"A constant, deep, low hum is emitted from and sustained by a machine.","A constant, deep, low hum is emitted from and sustained by a machine.",A low mechanical hum runs monotonously as a few birds chirp in the background.,"A machine sounds and creates a deep, low hum.",A mechanical hum runs low as birds chirp in the distance.,"A very low, motorized hum goes on uninterrupted.",development,Small_Refrigerator_Refrigeration-For_Freesound.wav,44100,16.15705215419501,21.71,1.0938067973056915,2.5418750327176984,,0.0,429.4189322819184,182.84050255182015,0.06370538131139698,"",29.417
development/InsectsLateSummerCacheRiverSep92012.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/InsectsLateSummerCacheRiverSep92012.wav,A cluster of crickets are chirping with increasing intensity.,A cluster of crickets are chirping with increasing intensity.,Many birds and crickets are active near a road.,Several crickets and birds outside making noise close to a road.,The birds are singing while the insects are buzzing at night.,The insects buzzing in the night time also the birds are singing,development,InsectsLateSummerCacheRiverSep92012.wav,44100,19.81251700680272,33.52,3.0675140615147023,0.6849773345605414,,32.64328873067655,317.02538176529066,224.5439205371719,0.021689442636651755,"",42.111
development/cooling unit close up 1 san diego 2013.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/cooling unit close up 1 san diego 2013.wav,A factory conveyor belt is running as tasks are carried out on the items on it.,A factory conveyor belt is running as tasks are carried out on the items on it.,A large factory conveyor is rolling along as various operations are carried out on the items on the conveyor.,A loud air conditioner drowns out all other sounds.,All other sounds are drowned out by a loud air conditioner.,An airplane is sitting on the runway with its engine turned on.,development,cooling unit close up 1 san diego 2013.wav,44100,26.666462585034015,35.93,1.2997776824622251,0.40442577577652755,,0.0,5331.606321940082,510.56586246579855,0.033549568621503205,"",48.506
development/20130405_wooden.stairs.floor.01.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/20130405_wooden.stairs.floor.01.wav,A person is walking up some stairs then through a hallway.,A person is walking up some stairs then through a hallway.,Footsteps across the floor are determined and loud.,Footsteps on the floor are loud and determined.,Footsteps walk down stairs and continue to move downward.,Hard soled shoes are walking over a hard surface and other hard objects are being moved.,development,20130405_wooden.stairs.floor.01.wav,44100,27.445986394557824,16.15,1.4471259534861494,1.7789927736691102,,0.0,2595345.8439177223,22346.12311163065,0.04820309301675259,"",44.785
development/Davis.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Davis.wav,Air blowing with occasional stronger feedback when it is more forceful,Air blowing with occasional stronger feedback when it is more forceful,Rain is falling and wind is blowing louder and louder.,Rain is falling heavily as the wind blows a lot.,The wind rustling and rain pouring strongly lead to some thunder with continuous rain and wind.,wind rustling and rain pouring strongly leading to some thunder with continuous rain and wind,development,Davis.wav,44100,18.492811791383218,15.521,1.286903793779508,0.43909907858417835,,0.0,43993.96305268848,2178.6819033633587,0.061226039222555,"",29.681
development/bebops_water1.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/bebops_water1.wav,"Gentle, soft waves repeatedly lap the shoreline on the beach.","Gentle, soft waves repeatedly lap the shoreline on the beach.","In the distance, waves were crashing against the shore again, and again.",The rough waves hit the shore with storm force.,The unpleasant waves hit the shore with storm constrain.,Waves crashing loudly into the shore multiple times.,development,bebops_water1.wav,44100,20.57299319727891,35.93,1.8508949484803563,0.3923075575410988,,0.0,835.0581742308207,405.7989128015302,0.031159170795313038,"",42.413
development/20160326_103240.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/20160326_103240.wav,Bagpipes and drums playing continuously over a period of time.,Bagpipes and drums playing continuously over a period of time.,"In the distance, snare drums and bagpipes are playing.",Someone is playing bagpipes and someone is playing drums simultaneously.,"The were bagpipes were played loudly, with the beat of drums in the distance.",Very loud bagpipes playing with drums in the background.,development,20160326_103240.wav,44100,25.595170068027212,39.61,1.721491007310222,1.031674209151287,,0.0,3023.4640877230877,433.6625577026763,0.061350924397666845,"",50.292
development/Town Square Ambience.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Town Square Ambience.wav,A honking care horn drowns out the chattering of city birds.,A honking care horn drowns out the chattering of city birds.,A horn honks once and then some birds sing.,A horn honks once and then the birds sing.,A train horn blasts while birds vocalize nearby.,For a moment a car horn blocks chattering city birds.,development,Town Square Ambience.wav,44100,15.73938775510204,29.54,1.2430875304883882,0.35302840479148656,,0.0,228.4252147929184,160.05582693112643,0.04285834949488201,"",28.02
development/atm money bank machine.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/atm money bank machine.wav,"A car horn beeps while cars drive on the road, then a door is open and beeping occurs.","A car horn beeps while cars drive on the road, then a door is open and beeping occurs.","A car horn begins beeping from the side of a highway, as a door opens and more beeping begins happening.",Cars honk and drive in the distance as someone swipes a card to enter a door.,Cars in the distance drive and honk as someone swipes a card to enter a door.,"Over the distant hum of the city, a car horn honks before a beep occurs nearby.",development,atm money bank machine.wav,44100,21.22920634920635,13.217,1.50284057217289,1.9922802813261453,,0.0,74027.06027849753,5076.3780986747,0.019899471089353454,"",23.562
development/outro-dia-mais.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/outro-dia-mais.wav,"Alarm beeping slowly and then beeping at a faster rate, alarm then turned off.","Alarm beeping slowly and then beeping at a faster rate, alarm then turned off.","An alarm clock rings slowly then fast, while bed sheets rustle and a person turns off the alarm.",An alarm is beeping and wakes up somebody who shuts it off.,An alarm slowly chimes and then speeds up before it is suddenly turned off.,The beeping of an alarm and someone wakes up to turn it off.,development,outro-dia-mais.wav,44100,26.753990929705214,31.18,2.3612799138101694,1.524805835613021,,27.063545103158052,31424.46252245433,898.0085477873242,0.1438830820348015,"",43.578
development/Ext-amb_late-fall-night_Distant-Dog-going-bizerk-fallcrickets.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Ext-amb_late-fall-night_Distant-Dog-going-bizerk-fallcrickets.wav,A dog begins barking as a few birds chirp and water continuously flows.,A dog begins barking as a few birds chirp and water continuously flows.,A dog is barking loudly in a neighbourhood.,A fast moving bus has an howling part,Crickets are chirping while a dog barks in the distance.,Traffic passes by as a dog is barking louder and louder.,development,Ext-amb_late-fall-night_Distant-Dog-going-bizerk-fallcrickets.wav,44100,22.30578231292517,20.67,1.1086745771684783,0.1881725414690419,,0.0,126687.05691718691,2913.3342559286098,0.07367044041862765,"",37.074
development/Rusty old boat.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Rusty old boat.wav,A door creaks and squeaks as it opens and closes.,A door creaks and squeaks as it opens and closes.,A large metal object being moved and adjusted,A large metal table screeches as it is being dragged across a floor.,A weighty object is being lifted from the floor.,a heavy object is being pulled off the floor by a lifting device.,development,Rusty old boat.wav,44100,19.76222222222222,21.6,1.3363127069726024,1.860767947901751,,0.0,982.6602116928149,408.11356429074704,0.039500550098509134,"",30.162
development/2HorseCartsGheoghieni.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/2HorseCartsGheoghieni.wav,Birds are chirping and a horse is walking on the street.,Birds are chirping and a horse is walking on the street.,Birds chirp as the horse passes on the street.,"Horse hooves are striking a hard surface, and traffic is moving while people are talking close to each other.","People are talking close to each other while horse hooves are striking a and surface, and traffic is moving.",Someone is running down the road with a horse and buggy.,development,2HorseCartsGheoghieni.wav,44100,28.81877551020408,19.55,1.2955930908581592,1.5438638932268371,,0.0,12185.615844342463,1977.9062825854207,0.025291601892074873,"",45.13
development/30 seconds after (Mike Marsh).wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/30 seconds after (Mike Marsh).wav,A woman gasps and dials her phone as she walks and then starts running as a siren passes.,A woman gasps and dials her phone as she walks and then starts running as a siren passes.,"A woman walks, gasps, dials a phone, and runs away, then sirens sound.","A woman walks, then gasps, dials her phone and takes off running and a siren goes by.",An anxious gasp of a woman who calls out as a man escapes on foot.,"The woman walks and then gasps, dials a phone, and runs away, then sirens sound.",development,30 seconds after (Mike Marsh).wav,44100,18.740272108843538,11.795,1.4730251374945231,4.830184998638426,,0.0,155014.61691757984,5737.6957102378765,0.011771609153789725,"",16.748
development/34_ELEVA.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/34_ELEVA.wav,A metal banging and then people walking into an empty room near it.,A metal banging and then people walking into an empty room near it.,An industrial sized washing machine is being loaded by someone.,Someone that is loading up an industrial sized washing machine.,Someone turning on a machine and it is whirring.,Someone turns on a machine which begins to whir,development,34_ELEVA.wav,44100,23.053786848072562,18.02,1.5262033236958181,2.687487320102925,,0.0,46551.77333139316,2461.971228556321,0.048589712790161124,"",35.888
