id,audio_path,text,caption_1,caption_2,caption_3,caption_4,caption_5,split,file_name,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st,fluctuation_evr,fluctuation_ami,fluctuation_rms_mod,error,compute_time_s
development/STE-008.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/STE-008.wav,A subway train sound its horn and brakes loudly as it comes to a stop.,A subway train sound its horn and brakes loudly as it comes to a stop.,"A train begins to move down the tracks, pulling out of the station.",A train horn blares while the train screeches by.,A train is pulling off from the station.,Subway train horn and braking noises as train comes to a stop,development,STE-008.wav,44100,24.766031746031747,56.07,2.2762253565297805,0.12568129357038438,,0.0,345262.67405103316,5529.861289311712,0.08861479647401163,"",48.274
development/Glass on concrete.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Glass on concrete.wav,Glass bottles are being placed next to each other onto the ground.,Glass bottles are being placed next to each other onto the ground.,Someone is struggling to get a ball out of a glass bottle.,The lid of a glass jar is repeatedly being lifted and put back on the jar.,The lid of a glass jar is repeatedly being taken off and put back on the jar.,someone is trying to get a ball out of a glass bottle,development,Glass on concrete.wav,44100,23.19764172335601,8.056,1.956674600576193,5.724837106663432,,14.048038274768547,16029.012565980802,1421.7535097129698,0.008006784852445875,"",13.702
development/etl Shadyside Train 24-48.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/etl Shadyside Train 24-48.wav,A large truck moving outdoors with traffic sounds.,A large truck moving outdoors with traffic sounds.,A long and noisy train is passing by a road.,A machine turns on and is being handled.,A screeching subway car crashes along as it rolls by,Traffic moves against a large truck outside moving slowly.,development,etl Shadyside Train 24-48.wav,44100,15.826757369614512,36.76,1.3110425392759681,0.11601827036262771,,0.0,240.7680231617873,137.31548729343115,0.025640481138858966,"",29.846
development/RadioTune_2_bip.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/RadioTune_2_bip.wav,A person playing a radio then changes the dial to hear different stations before turning the radio off.,A person playing a radio then changes the dial to hear different stations before turning the radio off.,A radio is playing as a person changes the dial to hear different stations then turns the radio off.,Someone was searching through different stations on the radio before shutting it off.,Tuning into multiple radio stations without waiting in one for one second and finally shutting the radio off.,Tuning into multiple radio stations without waiting in one for over one second and finally shutting the radio off.,development,RadioTune_2_bip.wav,44100,20.805079365079365,7.089,1.5620023012101263,1.6182254929535937,,0.0,3662.1699416589427,420.478071996767,0.016574962546488027,"",20.632
development/Bathroom shower.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Bathroom shower.wav,A person rinsing off a car after washing it.,A person rinsing off a car after washing it.,Someone is spraying water using a garden hose.,Someone is spraying water with a garden hose.,Water is splashing as someone takes a shower and washes.,Water splashing as someone takes a shower and washes.,development,Bathroom shower.wav,44100,28.178503401360544,20.87,2.5008557751787595,4.42838778834838,,0.0,18421.119397946342,2778.953554908649,0.029841910235554752,"",60.889
development/Kettle Boil.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Kettle Boil.wav,A diesel engine is whirring in a constant pace.,A diesel engine is whirring in a constant pace.,"A diesel engine whirs, keeping a constant pace.",A loud machine runs constantly throughout the entire clip.,A really loud background noise is caused by an unknown object.,A really loud background noise from an unknown object.,development,Kettle Boil.wav,44100,29.528798185941042,34.46,1.5397025935128523,0.3081588631675535,,0.0,3339.226176940134,431.1312108598051,0.03869979332019005,"",65.553
development/Kali Temple Soundscape.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Kali Temple Soundscape.wav,Many different people are conversing and a machine is rattling nearby.,Many different people are conversing and a machine is rattling nearby.,Many people are present and have broken off into several separate conversations.,Many voices are speaking in a crowded market while something is rattling.,Multiple people talking among themselves with multiple conversations going on.,many voices speaking in a crowded market and something rattling,development,Kali Temple Soundscape.wav,44100,19.226462585034014,26.37,1.6567411746083498,1.1583238693280733,,0.0,32937.843048223396,1983.659662982406,0.06571472580255584,"",32.522
development/school&#39;out.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/school&#39;out.wav,A man slowly walks down a busy street.,A man slowly walks down a busy street.,In the distance a number of people are holding separate conversations.,People and children are milling around and chatting in a busy area with some traffic nearby.,People and children are milling around and chatting in a busy area with some traffic.,Traffic movement is heavy and a lot of people are talking nearby.,development,school&#39;out.wav,44100,26.033696145124715,31.75,1.2318930178479377,0.3544580078623433,,0.0,5382.803709075332,604.7280518997641,0.03673129793698145,"",45.555
development/Office Lift 2.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Office Lift 2.wav,Ambient noise reverberates in an elevator as it approaches its floor,Ambient noise reverberates in an elevator as it approaches its floor,Doors are opened and closed inside a room with a low mechanical hum.,"In an elevator that is approaching its floor, ambient noise reverberates","Inside a room with a low mechanical hum, doors are opened and closed.",Soda is coming out of a vending machine and someone is picking it up.,development,Office Lift 2.wav,44100,25.677256235827663,14.067,1.340938440407712,0.7870472003068291,,0.0,6530.009404739208,1112.3073907675928,0.027814459744053298,"",38.504
development/indoors ambient room tone distant bird occasional people jabbering.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/indoors ambient room tone distant bird occasional people jabbering.wav,A machine running and people conversing in close proximity to each other.,A machine running and people conversing in close proximity to each other.,A squeaking sound is in the background as a loud bang occurs and two people speak.,People are talking to each other while a loud machine is running nearby.,People in close proximity to each other are having a single conversation while a machine runs audibly in the background.,Two people are talking over squeaking then a heavy boom.,development,indoors ambient room tone distant bird occasional people jabbering.wav,44100,18.059591836734693,26.16,1.5377547656673516,0.2531401475547461,,0.0,8966.034976737059,736.6179522270965,0.06222719996497583,"",39.674
development/birds under the rain.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/birds under the rain.wav,Birds chirp in the background as rain falls.,Birds chirp in the background as rain falls.,Heavy rain falls while birds chirp and sing.,Many birds are chirping loudly and flapping their wings.,Rain falling fairly steady and birds chirping outside,Rain falling fairly steady while birds chirp outside,development,birds under the rain.wav,44100,19.685714285714287,18.65,1.7704780712889656,1.8622871960323328,,0.0,7791.108025350454,823.6102246682026,0.05551221441037701,"",35.266
