id,audio_path,text,caption_1,caption_2,caption_3,caption_4,caption_5,split,file_name,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st,fluctuation_evr,fluctuation_ami,fluctuation_rms_mod,error,compute_time_s
development/Remix of 114382__jmorrisoncafe330__sax_man_Charlie_Rouse_own_voice_.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Remix of 114382__jmorrisoncafe330__sax_man_Charlie_Rouse_own_voice_.wav,"A man is speaking, he pauses, then continues to speak.","A man is speaking, he pauses, then continues to speak.",A man speaks and what he says repeats itself for a second time.,"A man talks, and then says the same thing again.",A man is speaking and taking pauses between words.,Man is speaking and taking pauses between words.,development,Remix of 114382__jmorrisoncafe330__sax_man_Charlie_Rouse_own_voice_.wav,44100,17.20233560090703,29.64,1.5396247469869684,0.7824554671616102,,0.0,10274.110549649133,537.2210344972381,0.09657310496885392,"",15.725
development/ambiance metro.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/ambiance metro.wav,A large railway car is pulling into a station.,A large railway car is pulling into a station.,A large train car is pulling into a station.,A train hits the breaks and squeaks as it slows.,A train uses its breaks and the train squeaks as it slows.,a few objects moving in a mechanical room near a subway train.,development,ambiance metro.wav,44100,21.898480725623582,37.09,1.655192817091333,0.35475887666983197,,0.0,1058.9637629748424,306.0873770370529,0.04029475699118266,"",44.826
development/Durango-Silverton RR Dec 01 I 24 bit.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Durango-Silverton RR Dec 01 I 24 bit.wav,A railroad crossing alarm is sounding while a locomotive approaches and then passes by.,A railroad crossing alarm is sounding while a locomotive approaches and then passes by.,A railway alarm is audible as the train approaches and then passes a point.,A steam engine begins chugging away as its whistle blows and its bell sounds.,An approaching train blowing its whistle while it chugs on the tracks.,"An approaching train blows its whistle, while it chugs closer on the tracks.",development,Durango-Silverton RR Dec 01 I 24 bit.wav,44100,27.236371882086168,35.58,1.4884533162939262,0.3133486378031431,,0.0,17283601.73469291,49219.544727620894,0.0610148809799212,"",53.381
development/BodySC.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/BodySC.wav,A person is walking along a gravel path.,A person is walking along a gravel path.,"On a windy day, the man walks through snow and ice.",Someone walks through snow and ice on a windy day.,Wind distortion in the foreground with the crunching of footsteps and a humming vehicle at the end.,Wind sound with the crunching of footsteps and a vehicle hums by.,development,BodySC.wav,44100,22.41451247165533,9.741,1.5582411900318018,5.925706366535663,,0.0,393827.19284938986,7804.7600633618395,0.0579774009053795,"",24.446
development/Commercial Oven Door Mechanism and Open Close.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Commercial Oven Door Mechanism and Open Close.wav,A door is being opened and closed over and over.,A door is being opened and closed over and over.,A door is being opened and closed repeatedly.,A door latch being pulled and a door opening and shutting in a repeated fashion.,A door latch is being pulled and a door is opening and shutting in a repeated fashion.,A gun shot occurs while a person loads it several times.,development,Commercial Oven Door Mechanism and Open Close.wav,44100,23.117256235827664,9.964,1.8362844523315516,2.6500358163608015,,0.0,563657.4640144514,13954.688694462575,0.022222741595745752,"",15.857
development/january birds yorkshire.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/january birds yorkshire.wav,A gentle wind blowing behind several birds chirping.,A gentle wind blowing behind several birds chirping.,Birds chirping with a gentle wind in the background.,Small birds singing in the distance were almost inaudible.,"The gentle sound of birds chirping, calling, and singing in the background.","faint sound of birds chirping in the distance,",development,january birds yorkshire.wav,44100,24.79716553287982,1.213,3.688937313730891,0.03807084501078712,,0.0,7873.832380060805,35105.11419235898,0.0008880161609995443,"",10.415
development/kitchen.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/kitchen.wav,A ball being dropped on a table then rolled.,A ball being dropped on a table then rolled.,A ball drops on a table then rolls.,Amid the silence an item is being moved.,An item is being moved among otherwise silence.,"a low humming constantly, a hard object hits the floor and is moved back and forth across a wood floor.",development,kitchen.wav,44100,18.274104308390022,11.517,1.0004893106804034,0.5129017205269943,,0.0,161052.03905256305,5496.36676395866,0.02787699147840819,"",20.689
development/scrapping.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/scrapping.wav,A knife being sharpened on a metal grinder.,A knife being sharpened on a metal grinder.,A knife is being sharpened on a metal grinder.,"A large blade grinds and resonates back and forth against rough, sharpening tool.",Someone rubbing a piece of metal against another piece of metal,The steady rhythm of steel grinding against steel.,development,scrapping.wav,44100,21.0140589569161,19.38,2.739401986860371,1.0874306320967997,,0.0,1522.8989206167216,284.0076052658017,0.03694627778597894,"",37.528
development/Floor_trading3.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Floor_trading3.wav,A bell rings and a several people are talking in a crowd.,A bell rings and a several people are talking in a crowd.,A bell sounds while crowds of people chatter and cheer.,"A large group of people are talking, some yelling, and a bell rings once.","Crowds chatter, a bell sounds and people continue to chatter and cheer.","When the bell rings, several people are still talking.",development,Floor_trading3.wav,44100,18.210090702947845,30.26,1.1887717177285377,1.2513524583039595,,0.0,9458.87002572819,649.930598804558,0.06828935405275297,"",29.688
development/Pelicans_Baby Pelicans_Waves.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Pelicans_Baby Pelicans_Waves.wav,Many seagulls are squawking and chirping over the ocean.,Many seagulls are squawking and chirping over the ocean.,Seagulls are cawing and chirping as wave crash on the shore.,"Seagulls are squawking, chirping and cawing as waves are gently lapping the ocean shore.","Seagulls are squawking, chirping, and cawing as waves gently lap the ocean shore.",The seagulls are cawing and chirping while the waves is crashing the shore,development,Pelicans_Baby Pelicans_Waves.wav,44100,27.0553514739229,36.36,1.5420102310945043,0.1696895979958736,,0.0,10526.719874119466,818.7200923090099,0.052091979996838386,"",52.869
development/Gentle Sea On Flat Beach.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Gentle Sea On Flat Beach.wav,A person rolls for a while in a pond.,A person rolls for a while in a pond.,"The water ran, splashing as it dropped into the pool.",Water in a river is lapping up against a dock.,Water in the river is lapping up against a dock.,"Water splashing, running, and dropping into and a pool.",development,Gentle Sea On Flat Beach.wav,44100,25.78954648526077,19.17,1.8300692451587504,1.7849622148566897,,0.0,3277.389441641303,798.3673795180629,0.012382619932007023,"",48.647
development/sail-boat-inside.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/sail-boat-inside.wav,A boat in the water is moving closer and closer,A boat in the water is moving closer and closer,"In the water, a boat is moving increasingly nearer.",Water is lapping up against a boat and a dock.,Water is lapping up against the dock and boat.,Water rubs against the side of a container and echoes.,development,sail-boat-inside.wav,44100,22.117324263038547,14.904,1.2004013917482839,1.421765096234602,,0.0,4059894.577700791,34150.218526757286,0.04348590659690108,"",32.2
development/two noise generators 01.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/two noise generators 01.wav,A radio is playing but producing only loud electrical static.,A radio is playing but producing only loud electrical static.,Loud electrical static noise plays on a radio.,The sound grew higher in pitch with a clear buzzing and clicking.,static electricity from some type of electronic device caused distinct static noises in the back,static from some type of electronic device with distinct static noises in the back,development,two noise generators 01.wav,44100,26.706666666666667,28.42,2.0504205870698518,2.7205029485337975,,0.0,38055.004843730785,1166.1479558571589,0.05765264858819812,"",57.31
development/Bird Effects ME.A1.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Bird Effects ME.A1.wav,A large amount of rain is falling down outside.,A large amount of rain is falling down outside.,A very strong waterfall is flowing at a brisk and steady rate.,An very strong waterfall is flowing at a brisk and steady rate.,Rain falls down at a constant and heavy rate.,Rain falls down heavily at a constant rate.,development,Bird Effects ME.A1.wav,44100,23.364920634920637,38.08,2.5945383475269024,0.08015944439626822,,0.0,100.95795896793885,142.24432956614174,0.01062193221070556,"",55.369
development/ship engine.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/ship engine.wav,A motor gurgles and churns heavily and steadily.,A motor gurgles and churns heavily and steadily.,A truck is idle and covers all the other noises.,An idling truck seems to cover all the other noises.,An large engine chugs and gurgles steadily and continuously.,An old engine is idling and not running very fast.,development,ship engine.wav,44100,26.714739229024943,17.44,1.0494306675157026,0.5651043940730407,,0.0,11859.833031083495,751.9009413350565,0.02264030110738054,"",35.998
development/BitmapNoise1.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/BitmapNoise1.wav,A shrill electronic buzz repeats in a pattern.,A shrill electronic buzz repeats in a pattern.,A shrill electronic buzz repeats itself in a pattern.,An electric static noise ringing and playing in a series of pitches.,Annoying static that continuously changes volumes and tone.,Annoying static that continuously changes volumes and tones.,development,BitmapNoise1.wav,44100,17.83902494331066,30.75,2.4294576836053916,5.896684505550827,,0.0,60.82964850593368,100.20847808691008,0.043833739696489696,"",35.228
"development/INT Factory budimka, pozega.wav","/root/clawd/_datasets/clotho_3490684/audio_development/development/INT Factory budimka, pozega.wav",A heavy engine automobile operating and pressing off steam.,A heavy engine automobile operating and pressing off steam.,A large vehicle running and the hiss of steam.,Cars are getting washed in the shop by a water spraying machine.,Low mechanical rumbling with an occasional annoying hiss in the background.,Low mechanical rumbling with occasional hissing in the background.,development,"INT Factory budimka, pozega.wav",44100,18.139433106575964,29.98,1.5542855720070112,0.09937340498019194,,0.0,1795.546698370151,427.8406055286646,0.03094478099092736,"",34.706
development/book_heavy_noise.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/book_heavy_noise.wav,A person flips through the pages of a book very fast.,A person flips through the pages of a book very fast.,A person going through pages of a book very rapidly.,A person is flipping through pages of a book very fast.,A person is going through pages of a book rapidly.,flipping pages of a book and scribbling down on paper with a marker.,development,book_heavy_noise.wav,44100,27.190566893424037,20.0,1.6677916581220464,4.633273770684765,,0.0,131511.400163852,2945.0495463281577,0.03868185217299783,"",41.971
