id,audio_path,text,caption_1,caption_2,caption_3,caption_4,caption_5,split,file_name,sample_rate,duration_s,loudness,sharpness,roughness,fluctuation_strength_proxy,pr_ecma_st,fluctuation_evr,fluctuation_ami,fluctuation_rms_mod,error,compute_time_s
development/Distorted AM Radio noise.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Distorted AM Radio noise.wav,A muddled noise of broken channel of the TV,A muddled noise of broken channel of the TV,A television blares the rhythm of a static TV.,Loud television static dips in and out of focus,The loud buzz of static constantly changes pitch and volume.,heavy static and the beginnings of a signal on a transistor radio,development,Distorted AM Radio noise.wav,44100,26.163832199546484,37.7,1.5320592216044782,1.2016159971169584,,0.0,1114.8504808489258,263.7629752758026,0.036374734248618555,"",51.853
development/Paper_Parchment_Rustling.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Paper_Parchment_Rustling.wav,A person is turning a map over and over.,A person is turning a map over and over.,A person is very carefully rapping a gift for someone else.,A person is very carefully wrapping a gift for someone else.,"He sighed as he turned the pages of the book, stopping to scan the information.","papers are being turned, stopped, then turned again and someone is breathing.",development,Paper_Parchment_Rustling.wav,44100,26.56020408163265,15.685,1.8401229760857813,4.333409705844544,,0.0,41545.19467241487,2082.075550521465,0.018247901876458226,"",44.842
development/03 Whales Slowing Down.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/03 Whales Slowing Down.wav,Several barnyard animals mooing in a barn while it rains outside.,Several barnyard animals mooing in a barn while it rains outside.,"The vocalization of several whales, along with the clicking of large numbers of shrimp, reverberated below in the water.","Underwater, large numbers of shrimp clicking and several whales vocalizing.",Whales sing to one another over the flowing water in the distance.,wales sing to one another with water flowing in the background,development,03 Whales Slowing Down.wav,44100,24.31532879818594,24.22,0.8418615411349527,1.60962885172348,,0.0,11799.766540759803,671.3371623926722,0.10095942385134596,"",30.109
development/Rope tied to boat in port.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Rope tied to boat in port.wav,An office chair is squeaking as someone bends back and forth in it.,An office chair is squeaking as someone bends back and forth in it.,Popping and squeaking gradually tapers off to a low level.,Someone is opening a creaky door slowly while a dog barks in the background,Squeaking and popping followed by gradual popping and tapering off.,an office chair is squeaking as someone leans forward and backward in it,development,Rope tied to boat in port.wav,44100,24.98106575963719,18.25,2.6018777677536455,4.329720770046528,,0.0,13864.672197533513,865.988114464429,0.02217683198405854,"",36.099
development/carpenter bee.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/carpenter bee.wav,A flying bee is buzzing loudly around an object and its wing hits it.,A flying bee is buzzing loudly around an object and its wing hits it.,An annoying fly is buzzing loudly and consistently.,An insect buzzing in the foreground as birds chirp in the background.,"An insect trapped in a spider web struggles, breaks free and flies away.","Outdoors, insect trapped in a spider web and then breaks loose and flies away.",development,carpenter bee.wav,44100,20.824081632653062,26.24,2.0408023108086573,1.0021984796044123,,0.0,6758.550656871063,1112.4428802362775,0.017871920720955753,"",45.804
development/violin1.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/violin1.wav,A bow playing a stringed instrument in a one note tone repeatedly before violins join to create the melody.,A bow playing a stringed instrument in a one note tone repeatedly before violins join to create the melody.,A low stringed instrument drones a steady tone and is eventually joined by violins.,A large stringed instrument and a pair of violins are playing.,A musical instrument creates a tune and is followed by other instruments.,An orchestra practicing for an upcoming concert in an enclosed room.,development,violin1.wav,44100,27.2134693877551,28.46,1.0730479895856218,1.2121580142285968,,0.0,27132.36448604447,695.3463784543928,0.1381626404963108,"",30.381
development/121006_rain&amp;storm.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/121006_rain&amp;storm.wav,"As thunder claps far in the distance, the rain pours down.","As thunder claps far in the distance, the rain pours down.",Rain pours down and thunder claps far in the distance.,Substantial rain and wind are pouring and spouting around and thunder is available.,The rain falls down the thunder is rumbling as someone is pounding and a car passes.,"The rain falls down while someone is pounding, a car passes by and the thunder is rumbling",development,121006_rain&amp;storm.wav,44100,22.55517006802721,28.56,1.6985886211301113,0.08987398664540179,,0.0,2457.740256147467,625.0674519964466,0.03974584403284213,"",49.474
development/draaiorgel2.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/draaiorgel2.wav,Something goes round that is playing its song.,Something goes round that is playing its song.,"At the fair, music is playing near a carousel through the speaker.","Chiming of bells, whistles and horns at a performance.",Fair kind music is being played at the circus grounds.,Polka or fair kind of music is being played.,development,draaiorgel2.wav,44100,26.65233560090703,40.66,1.6277557489384689,0.61975269998572,,0.0,7171.835652000833,559.6141810769697,0.06610533882501081,"",50.308
development/Officejet Printer.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Officejet Printer.wav,A paper printer is printing off multiple pages.,A paper printer is printing off multiple pages.,A printer printing off multiple pages of paper,A small printing device performing duties and printing pages of text.,A tiny printer performs its duties and prints the words.,An automatic cutter feeds paper and cuts it.,development,Officejet Printer.wav,44100,29.0162358276644,17.96,1.8315093911711904,1.6201049289086036,,0.0,19082.035443726807,1175.2785173749744,0.027903680635437793,"",48.459
development/Stockholm subway C20 train departing.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Stockholm subway C20 train departing.wav,"A buzzer warns of departure, a air brake is released, while a roller coaster ride takes off.","A buzzer warns of departure, a air brake is released, while a roller coaster ride takes off.","A horn beeps for an amusement park ride, air brakes release and the ride takes off.","A warning button sounds, then a vehicle goes at a high speed.","After a horn beeps for an amusement park ride, the air brakes release and the ride begins.","First comes a beeping sound, then a door closing, then the train starts to speed up.",development,Stockholm subway C20 train departing.wav,44100,25.474761904761905,34.01,1.2669207770083346,1.6684239026301526,,14.406327863300142,9119.441889827713,1057.8102899758758,0.028128417940539663,"",35.774
development/metalTunnel.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/metalTunnel.wav,A very robotic synth modulates and reverberates within itself,A very robotic synth modulates and reverberates within itself,An interesting instrument whose sound is going up and down.,The synth is reverberated at an rhythmic meter,it is like a iron rod cutting sound and it is a workshop,it is like an iron rod cutting sound and it is a workshop,development,metalTunnel.wav,44100,25.045873015873017,35.71,1.60638549448707,0.30516472835265623,,0.0,5954.4346410726575,740.7736833128423,0.05303894022581525,"",48.373
development/Ambience Night crickets.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Ambience Night crickets.wav,A serene bit of nightfall is met by crickets chirping,A serene bit of nightfall is met by crickets chirping,Crickets chirp in the background as a soft wind blows.,Crickets chirping outdoors at night with a gentle breeze blowing.,"In the calmness of nightfall, crickets are chirping.","While the wind softly blows, crickets chirp in the background.",development,Ambience Night crickets.wav,44100,25.13922902494331,7.252,1.9803174133191512,5.915761089665987,,10.065351846832797,72372.59526018029,3203.0916068677698,0.11296642893187027,"",34.698
development/Maria Hernandez Park September 1st.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Maria Hernandez Park September 1st.wav,A skateboarder is coasting on his board on a back and forth ramp as voices talk in the background.,A skateboarder is coasting on his board on a back and forth ramp as voices talk in the background.,A skateboarder rides his board up and down a ramp as people speak in the background.,People skateboard with some children who are faintly speaking.,Boards with small wheels are being ridden while children are quietly speaking.,People skateboard around at the park while chatting and laughing.,development,Maria Hernandez Park September 1st.wav,44100,25.990022675736963,16.42,1.6423473731667586,3.162575096385842,,0.0,5708.4116405911955,1026.2068139347537,0.011281563991438797,"",44.521
development/Traffic Light.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Traffic Light.wav,A group of people is standing on the street near a busy freeway.,A group of people is standing on the street near a busy freeway.,A group of people standing on the street near a busy freeway.,A detector device is operating and detecting nothing and then it registers some activity.,An electric machine is operating and detecting nothing and then it suddenly detects some activity.,Unidentified squeaking occurs several times while men talk in the background.,development,Traffic Light.wav,44100,22.291156462585032,22.59,1.39879639060123,2.836118704623881,,0.0,8882.653027232562,831.9366816895367,0.04195389266128563,"",32.591
development/jettish.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/jettish.wav,"A sweeping swaying sound rising upward repeatedly, then going downward repeatedly.","A sweeping swaying sound rising upward repeatedly, then going downward repeatedly.",A sweeping swishing sound becomes louder and fades repeatedly.,Heavily distorted siren sounds make them sound like spacecraft.,They sound like a spacecraft when their siren sounds are highly distorted.,fancy alarm or alert system that is constantly going off,development,jettish.wav,44100,26.12671201814059,34.69,2.4895653839730807,0.2053722946710056,,0.0,304.8347290457154,173.60823031421333,0.015576448322944898,"",58.956
development/broken comms2.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/broken comms2.wav,A radio cycling through stations as it is being repaired.,A radio cycling through stations as it is being repaired.,A radio that is trying to be tuned and fixed.,A series of bleeps and bloops fire off randomly.,The computer is beeping as a voice recording drags .,Various computer noises go off as a voice call breaks up,development,broken comms2.wav,44100,20.15156462585034,32.85,1.3265933112759891,4.065806710240708,,0.0,273268.25086312374,5874.553220216598,0.14324283928666287,"",20.61
development/wind3.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/wind3.wav,Air is being forced through a small opening and almost making whistling noises.,Air is being forced through a small opening and almost making whistling noises.,The wind howled violently and shrilly then began to taper off.,The wind is blowing through the corn field very loudly.,The wind is heard whistling outside from inside.,Wind howls violently and shrilly then begins to taper off.,development,wind3.wav,44100,24.62278911564626,23.25,2.2662150582992995,0.12908356240620675,,10.929779473241567,921995.7634593922,20668.686783246263,0.01142815879708672,"",44.366
development/Drinking Through Straw.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Drinking Through Straw.wav,"A cold, icy drink is stirred and then sipped through a straw until it is gone.","A cold, icy drink is stirred and then sipped through a straw until it is gone.",A person is pouring a drink and then taking a sip.,A stone object rubs and hits against another object,A straw is moving and audible as it whirls around the bottom of the drain.,Someone is stirring a drink with ice cubes in it and starts drinking with a straw until empty.,development,Drinking Through Straw.wav,44100,29.618276643990928,11.062,1.6655082162082258,4.620038774041745,,0.0,60031.9347404919,3395.3825476332318,0.010360890722856045,"",36.029
development/the swarm v31m3.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/the swarm v31m3.wav,"A built up sound comprised of whining, chirping and other sounds that slowly dies off.","A built up sound comprised of whining, chirping and other sounds that slowly dies off.","A built up sound comprised of whirring, chirping and other sounds that slowly dies off.",A noisy vacuum cleaner is used in a confined space.,A vacuum cleaner with noisy bearings being used in a confined space.,Cranking noises turn to a low screeching that rises in volume until it is extremely loud.,development,the swarm v31m3.wav,44100,27.0,20.75,1.6153428578095714,0.10245581318527552,,0.0,283031.19094556,6033.454591248077,0.011244907358902928,"",40.857
development/Giant 1.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Giant 1.wav,"A person gurgling, while trying to ape speech patterns, with some soft, occasional metal clanking in the background.","A person gurgling, while trying to ape speech patterns, with some soft, occasional metal clanking in the background.","A person gurgling, while trying to mimic speech patterns, with some soft, intermittent metal clanging in the background.",A person is making weird noises with his or her mouth.,A person is speaking and is hard to understand.,A person who has a hole in their neck is talking and they are hard to understand.,development,Giant 1.wav,44100,18.123174603174604,16.98,1.2963644597061434,1.370286337497699,,0.0,1825.2690001135268,301.4966626492404,0.028611873528693543,"",22.274
development/dull metal.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/dull metal.wav,A person is making noise by tapping their fingernails on a solid surface.,A person is making noise by tapping their fingernails on a solid surface.,Metal prongs rapping insistently against the concrete ground.,Tapping two metal sticks together a few times a second.,Two metal objects tapping into each other a number of times.,Water is dripping from the faucet into the sink.,development,dull metal.wav,44100,21.257868480725623,6.009,3.5876721969947156,6.0871124911929995,,0.0,57790.82428742,2640.8160878245612,0.005334401038504282,"",25.978
development/Small Chain Clanging.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Small Chain Clanging.wav,A person crunches through dried leaves on the ground.,A person crunches through dried leaves on the ground.,Aluminum candy papers are balled up in a hand.,Somebody balling up aluminum candy papers in their hand.,The chain of a necklace rattles inside a plastic cup.,a person is stepping on the ground full of dried leaves,development,Small Chain Clanging.wav,44100,19.60925170068027,7.292,3.2977616664372316,0.7381957800815052,,0.0,3058.7887376594135,648.4607844918438,0.035312486093333914,"",30.357
development/Hitting Tall Grass.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Hitting Tall Grass.wav,A person slowly clears high growth vegetation outdoors,A person slowly clears high growth vegetation outdoors,It takes more force to weed and trim as time goes on.,Rocks are being thrown down on the ground.,Sand is being shoveled and dumped on the ground.,The sand that is being shoveled is being dumped on the nearby ground.,development,Hitting Tall Grass.wav,44100,21.461337868480726,5.5,3.0097881310147727,2.4172112617857158,,0.0,38782.63613289877,3541.2637452591857,0.008956583142829846,"",16.892
development/Thunder Storm Daytona 3.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Thunder Storm Daytona 3.wav,A clap of thunder coupled with the running water.,A clap of thunder coupled with the running water.,The plants in the forest are being blown and thrashed by the winds.,The thunder begins to roar as the rain is drizzling.,The thunder begins to roar while rain is drizzling.,Water is running and a roar of thunder happens at the same time.,development,Thunder Storm Daytona 3.wav,44100,21.871133786848073,12.901,0.8572011891701885,0.24614849697589247,,0.0,844365.902280954,12757.341377386303,0.03547688801045267,"",24.923
development/smoking in car.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/smoking in car.wav,A person trying to use a lighter multiple times to light a cigarette and then inhaling and coughing.,A person trying to use a lighter multiple times to light a cigarette and then inhaling and coughing.,After the lighter clicks and lights the cigarette the man coughs.,"Someone starts a lighter, lights a cigarette, takes a breath from the cigarette, and then coughs.","Striking the lighter, she lit the cigarette, pulled and began to cough.",The person tried a few times to light the cigarette with a lighter and he inhales and coughs.,development,smoking in car.wav,44100,16.056598639455782,21.88,1.933937223032871,4.271842980037648,,0.0,5703273.833692951,40974.95333856832,0.04653929241688125,"",18.107
development/Huston we have a problem (before &amp; after cleaning).wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Huston we have a problem (before &amp; after cleaning).wav,A female voice communicates over a static walkie-talkie.,A female voice communicates over a static walkie-talkie.,Dispatcher and radio communication between people who are talking.,People are talking with each other using radio communication.,People are talking to each other on the radio.,Someone on the radio talking to another person.,development,Huston we have a problem (before &amp; after cleaning).wav,44100,29.38374149659864,21.65,1.3986209881847897,1.8178768230409728,,0.0,2053.83148582681,366.05138928927045,0.05159684773368509,"",32.452
development/Subping03.wav,/root/clawd/_datasets/clotho_3490684/audio_development/development/Subping03.wav,A bell sound rings and echoes and slowly returns.,A bell sound rings and echoes and slowly returns.,A small quiet mechanical reading or beeping similar to a radar.,A soft mechanical bleeping which is reminiscent of radar.,"A sonar sound starting off strong then fading, to begin strong again and eventually quiet down.",Sonar is activated and its audio oscillates between strong and weak signals.,development,Subping03.wav,44100,18.37859410430839,13.783,1.3791679232789797,4.4445503757132885,,25.090507926067147,656417.0056165907,9017.604375647363,0.05632503517869432,"",17.696
